Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0002L-10X-5, 25.0 cm",NULL,365.65,365.65,365.65,365.65,"C0002L-10X-5, 27.0 cm",NULL,365.67,365.67,365.67,365.67,"C0002L-10X-5 W, 25.0--27.0 cm",CKY000000000001476710,PP,NULL,6,kitajima338,NULL,CKY,2012-12-24T23:39:05Z,NULL,18.2868,8.2637,38.7737,20.4869,33.7834,14.0042,15.4966,5.1713,5.0501,5.6582,10.7083,5.7405,0.181,0.0823,15.3156,0.2524,0.3376,1.9132,1.4303,2.7068,0.4716,0.8925,suzukit,2012-12-29T01:31:16Z
"C0002L-10X-5, 87.0 cm",NULL,366.27,366.27,366.27,366.27,"C0002L-10X-5, 89.0 cm",NULL,366.29,366.29,366.29,366.29,"C0002L-10X-5 W, 87.0--89.0 cm",CKY000000000001476810,PP,NULL,6,kitajima338,NULL,CKY,2012-12-24T23:39:05Z,sand,18.6266,8.3957,28.1693,9.5427,25.5858,11.0642,6.9592,2.6772,2.6145,2.6259,5.2404,2.6685,0.0937,0.0426,6.8655,0.2805,0.3899,1.821,1.3101,2.6145,0.4989,0.9957,suzukit,2012-12-29T01:31:16Z
"C0002L-10X-6, 43.0 cm",NULL,367.05,367.05,367.05,367.05,"C0002L-10X-6, 45.0 cm",NULL,367.07,367.07,367.07,367.07,"C0002L-10X-6 W, 43.0--45.0 cm",CKY000000000001476910,PP,NULL,6,kitajima338,sand,CKY,2012-12-24T23:39:05Z,NULL,19.294,8.6859,33.6048,14.3108,29.8722,12.5563,10.5782,3.868,3.7773,3.8089,7.5862,3.8704,0.1354,0.0615,10.4428,0.2703,0.3704,1.8864,1.3766,2.7417,0.4979,0.9917,suzukit,2012-12-29T01:31:16Z
"C0002L-10X-7, 14.0 cm",NULL,367.58,367.58,367.58,367.58,"C0002L-10X-7, 16.0 cm",NULL,367.6,367.6,367.6,367.6,"C0002L-10X-7 W, 14.0--16.0 cm",CKY000000000001477010,PP,NULL,6,kitajima338,NULL,CKY,2012-12-24T23:39:05Z,NULL,18.7231,8.4358,33.1142,14.3911,29.5258,12.3685,10.8027,3.7185,3.6313,3.8736,7.5049,3.9327,0.1301,0.0591,10.6726,0.2584,0.3484,1.9176,1.4221,2.7552,0.4839,0.9374,suzukit,2012-12-29T01:31:16Z
"C0002L-10X-7, 111.0 cm",NULL,368.55,368.55,368.55,368.55,"C0002L-10X-7, 113.0 cm",NULL,368.57,368.57,368.57,368.57,"C0002L-10X-7 W, 111.0--113.0 cm",CKY000000000001477110,PP,NULL,6,kitajima338,NULL,CKY,2012-12-24T23:39:05Z,sand,18.7917,8.4857,34.8211,16.0294,30.944,12.9198,12.1523,4.0177,3.9235,4.3702,8.2937,4.4341,0.1406,0.0639,12.0117,0.2506,0.3345,1.9327,1.4483,2.7485,0.4731,0.8978,suzukit,2012-12-29T01:31:16Z
"C0002L-10X-8, 54.0 cm",NULL,369.225,369.225,369.225,369.225,"C0002L-10X-8, 56.0 cm",NULL,369.245,369.245,369.245,369.245,"C0002L-10X-8 W, 54.0--56.0 cm",CKY000000000001477210,PP,NULL,6,kitajima338,NULL,CKY,2012-12-24T23:39:05Z,NULL,18.7209,8.4574,30.4575,11.7366,27.259,11.5885,8.5381,3.3145,3.2368,3.0784,6.3152,3.1311,0.116,0.0527,8.4221,0.2824,0.3935,1.8585,1.3336,2.7359,0.5125,1.0515,suzukit,2012-12-29T01:31:16Z
"C0002L-11X-1, 63.0 cm",NULL,372.63,372.63,372.63,372.63,"C0002L-11X-1, 65.0 cm",NULL,372.65,372.65,372.65,372.65,"C0002L-11X-1 W, 63.0--65.0 cm",CKY000000000001482010,PP,NULL,8,skarbek338,SAND,CKY,2012-12-25T03:34:16Z,NULL,18.1337,8.1875,32.1658,14.0321,28.3137,11.8685,10.18,3.9918,3.8982,3.6175,7.5157,3.681,0.1397,0.0635,10.0403,0.2845,0.3976,1.867,1.3359,2.7755,0.5187,1.0776,suzukit,2012-12-29T01:31:16Z
"C0002L-11X-1, 80.0 cm",NULL,372.8,372.8,372.8,372.8,"C0002L-11X-1, 82.0 cm",NULL,372.82,372.82,372.82,372.82,"C0002L-11X-1 W, 80.0--82.0 cm",CKY000000000001482110,PP,NULL,8,skarbek338,NULL,CKY,2012-12-25T03:34:16Z,NULL,18.8305,8.5202,33.4502,14.6197,29.3481,12.3987,10.5176,4.2509,4.1513,3.8109,7.9622,3.8785,0.1488,0.0676,10.3688,0.2908,0.41,1.8361,1.3023,2.7208,0.5214,1.0893,suzukit,2012-12-29T01:31:16Z
"C0002L-11X-2, 80.0 cm",NULL,373.995,373.995,373.995,373.995,"C0002L-11X-2, 82.0 cm",NULL,374.015,374.015,374.015,374.015,"C0002L-11X-2 W, 80.0--82.0 cm",CKY000000000001483210,PP,NULL,8,skarbek338,NULL,CKY,2012-12-25T03:42:54Z,NULL,18.7936,8.4362,36.213,17.4194,31.7103,13.2621,12.9167,4.666,4.5566,4.7517,9.3083,4.8259,0.1633,0.0742,12.7534,0.2679,0.3659,1.8714,1.3701,2.684,0.4895,0.9589,suzukit,2012-12-29T01:31:16Z
"C0002L-11X-3, 20.0 cm",NULL,374.83,374.83,374.83,374.83,"C0002L-11X-3, 22.0 cm",NULL,374.85,374.85,374.85,374.85,"C0002L-11X-3 W, 20.0--22.0 cm",CKY000000000001482210,PP,NULL,8,skarbek338,SOUPY,CKY,2012-12-25T03:34:16Z,soupy,18.8122,8.4046,38.2372,19.425,32.0445,13.3944,13.2323,6.4173,6.2669,4.8877,11.1546,4.9898,0.2246,0.1021,13.0077,0.3304,0.4933,1.7414,1.1661,2.6613,0.5618,1.2822,suzukit,2012-12-29T01:31:16Z
"C0002L-11X-3, 62.0 cm",NULL,375.25,375.25,375.25,375.25,"C0002L-11X-3, 64.0 cm",NULL,375.27,375.27,375.27,375.27,"C0002L-11X-3 W, 62.0--64.0 cm",CKY000000000001482310,PP,NULL,8,skarbek338,NULL,CKY,2012-12-25T03:34:16Z,NULL,18.8068,8.4623,34.349,15.5422,29.8915,12.5163,11.0847,4.6192,4.5109,3.9805,8.4914,4.054,0.1617,0.0735,10.923,0.2972,0.4229,1.8303,1.2864,2.7441,0.5312,1.1332,suzukit,2012-12-29T01:31:16Z
"C0002L-11X-6, 13.0 cm",NULL,376.345,376.345,376.345,376.345,"C0002L-11X-6, 15.0 cm",NULL,376.365,376.365,376.365,376.365,"C0002L-11X-6 W, 13.0--15.0 cm",CKY000000000001482410,PP,NULL,8,skarbek338,NULL,CKY,2012-12-25T03:34:16Z,NULL,18.9725,8.5373,33.6948,14.7223,29.0031,12.3897,10.0306,4.8619,4.7479,3.775,8.5229,3.8524,0.1702,0.0774,9.8604,0.3302,0.4931,1.7274,1.1569,2.612,0.5571,1.2577,suzukit,2012-12-29T01:31:16Z
"C0002L-11X-6, 86.0 cm",NULL,377.075,377.075,377.075,377.075,"C0002L-11X-6, 88.0 cm",NULL,377.095,377.095,377.095,377.095,"C0002L-11X-6 W, 86.0--88.0 cm",CKY000000000001482510,PP,NULL,10,yasunagam,NULL,CKY,2012-12-31T04:33:27Z,wrong wet mass,18.076,8.1307,38.2372,20.1612,28.1385,11.8074,10.0625,10.465,10.2197,3.5102,13.7299,3.6767,0.3663,0.1665,9.6962,0.5191,1.0793,1.4684,0.7062,2.7623,0.7443,2.9114,suzukit,2012-12-29T01:31:16Z
"C0002L-12X-1, 14.0 cm",NULL,381.64,381.64,381.64,381.64,"C0002L-12X-1, 16.0 cm",NULL,381.66,381.66,381.66,381.66,"C0002L-12X-1 W, 14.0--16.0 cm",CKY000000000001485810,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T09:38:00Z,NULL,18.0976,8.16,29.7687,11.6711,26.9422,11.3336,8.8446,2.929,2.8604,3.127,5.9874,3.1736,0.1025,0.0466,8.7421,0.251,0.335,1.9493,1.4601,2.7957,0.4777,0.9147,suzukit,2012-12-29T01:31:16Z
"C0002L-12X-1, 103.0 cm",NULL,382.53,382.53,382.53,382.53,"C0002L-12X-1, 105.0 cm",NULL,382.55,382.55,382.55,382.55,"C0002L-12X-1 W, 103.0--105.0 cm",CKY000000000001485910,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T09:38:00Z,NULL,18.7057,8.4477,37.9586,19.2529,32.8504,13.8099,14.1447,5.2935,5.1694,5.278,10.4474,5.3622,0.1853,0.0842,13.9594,0.2749,0.3792,1.8428,1.3362,2.6448,0.4948,0.9794,suzukit,2012-12-29T01:31:16Z
"C0002L-12X-2, 60.0 cm",NULL,383.33,383.33,383.33,383.33,"C0002L-12X-2, 62.0 cm",NULL,383.35,383.35,383.35,383.35,"C0002L-12X-2 W, 60.0--62.0 cm",CKY000000000001486010,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T09:38:00Z,NULL,18.6778,8.433,33.8086,15.1308,30.2029,12.6159,11.5251,3.7365,3.6489,4.1234,7.7723,4.1829,0.1308,0.0595,11.3943,0.2469,0.3279,1.9468,1.466,2.7633,0.4695,0.8849,suzukit,2012-12-29T01:31:16Z
"C0002L-12X-3, 70.0 cm",NULL,384.44,384.44,384.44,384.44,"C0002L-12X-3, 72.0 cm",NULL,384.46,384.46,384.46,384.46,"C0002L-12X-3 W, 70.0--72.0 cm",CKY000000000001486110,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T09:38:00Z,NULL,18.2569,8.194,35.3654,17.1085,30.9291,12.9097,12.6722,4.5972,4.4895,4.6426,9.1321,4.7157,0.1609,0.0731,12.5113,0.2687,0.3674,1.8734,1.37,2.6949,0.4916,0.967,suzukit,2012-12-29T01:31:16Z
"C0002L-12X-4, 10.0 cm",NULL,384.94,384.94,384.94,384.94,"C0002L-12X-4, 12.0 cm",NULL,384.96,384.96,384.96,384.96,"C0002L-12X-4 W, 10.0--12.0 cm",CKY000000000001486210,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T09:38:00Z,NULL,18.1411,8.1283,35.4214,17.2803,30.9439,12.8907,12.8028,4.6399,4.5312,4.6886,9.2198,4.7624,0.1624,0.0738,12.6404,0.2685,0.3671,1.8743,1.371,2.696,0.4915,0.9664,suzukit,2012-12-29T01:31:16Z
"C0002L-12X-4, 104.0 cm",NULL,385.88,385.88,385.88,385.88,"C0002L-12X-4, 106.0 cm",NULL,385.9,385.9,385.9,385.9,"C0002L-12X-4 W, 104.0--106.0 cm",CKY000000000001486310,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T09:38:01Z,NULL,18.8652,8.4463,34.9645,16.0993,30.8841,12.9414,12.0189,4.2284,4.1293,4.4278,8.5571,4.4951,0.148,0.0673,11.8709,0.2626,0.3562,1.8814,1.3873,2.681,0.4826,0.9326,suzukit,2012-12-29T01:31:16Z
"C0002L-12X-5, 25.0 cm",NULL,386.5,386.5,386.5,386.5,"C0002L-12X-5, 27.0 cm",NULL,386.52,386.52,386.52,386.52,"C0002L-12X-5 W, 25.0--27.0 cm",CKY000000000001486410,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T09:38:01Z,NULL,18.8329,8.4451,34.3109,15.478,30.3093,12.6977,11.4764,4.1467,4.0495,4.1866,8.2361,4.2526,0.1451,0.066,11.3313,0.2679,0.366,1.8793,1.3758,2.7066,0.4917,0.9673,suzukit,2012-12-29T01:31:16Z
"C0002L-12X-6, 15.0 cm",NULL,387.25,387.25,387.25,387.25,"C0002L-12X-6, 17.0 cm",NULL,387.27,387.27,387.27,387.27,"C0002L-12X-6 W, 15.0--17.0 cm",CKY000000000001486510,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T09:38:01Z,NULL,18.8925,8.5059,40.2193,21.3268,34.909,14.4316,16.0165,5.5029,5.3739,5.8382,11.2121,5.9257,0.1926,0.0875,15.8239,0.258,0.3478,1.9021,1.4113,2.7104,0.4793,0.9205,suzukit,2012-12-29T01:31:16Z
"C0002L-12X-7, 32.0 cm",NULL,388.27,388.27,388.27,388.27,"C0002L-12X-7, 34.0 cm",NULL,388.29,388.29,388.29,388.29,"C0002L-12X-7 W, 32.0--34.0 cm",CKY000000000001486610,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T09:38:01Z,NULL,18.9714,8.5759,38.5496,19.5782,33.8502,14.002,14.8788,4.8698,4.7557,5.3486,10.1043,5.4261,0.1704,0.0775,14.7084,0.2487,0.3311,1.9376,1.4557,2.75,0.4707,0.8891,suzukit,2012-12-29T01:31:16Z
"C0002L-12X-8, 73.0 cm",NULL,389.095,389.095,389.095,389.095,"C0002L-12X-8, 75.0 cm",NULL,389.115,389.115,389.115,389.115,"C0002L-12X-8 W, 73.0--75.0 cm",CKY000000000001486710,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T09:38:01Z,NULL,17.929,8.1618,36.1853,18.2563,31.7889,13.1887,13.8599,4.5559,4.4491,4.9544,9.4035,5.0269,0.1595,0.0725,13.7004,0.2496,0.3325,1.9414,1.4569,2.7653,0.4731,0.898,suzukit,2012-12-29T01:31:16Z
"C0002L-13X-1, 47.0 cm",NULL,391.468,391.47,391.468,391.47,"C0002L-13X-1, 49.0 cm",NULL,391.488,391.49,391.488,391.49,"C0002L-13X-1 W, 47.0--49.0 cm",CKY000000000001489010,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T13:39:58Z,NULL,19.0124,8.5907,32.0985,13.0861,28.7204,12.1344,9.708,3.5006,3.4186,3.488,6.9066,3.5437,0.1225,0.0557,9.5855,0.2675,0.3652,1.8947,1.3879,2.7481,0.495,0.9801,suzukit,2012-12-29T01:31:16Z
"C0002L-13X-2, 80.0 cm",NULL,392.913,392.92,392.913,392.92,"C0002L-13X-2, 82.0 cm",NULL,392.933,392.94,392.933,392.94,"C0002L-13X-2 W, 80.0--82.0 cm",CKY000000000001489110,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T13:39:58Z,NULL,18.8631,8.4941,35.5974,16.7343,31.0338,12.9642,12.1707,4.7291,4.6183,4.3949,9.0132,4.4701,0.1655,0.0752,12.0052,0.2826,0.3939,1.8566,1.332,2.7316,0.5124,1.0508,suzukit,2012-12-29T01:31:16Z
"C0002L-13X-3, 81.0 cm",NULL,394.333,394.345,394.333,394.345,"C0002L-13X-3, 83.0 cm",NULL,394.353,394.365,394.353,394.365,"C0002L-13X-3 W, 81.0--83.0 cm",CKY000000000001489210,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T13:39:58Z,NULL,18.5581,8.3341,37.8967,19.3386,32.4981,13.4843,13.94,5.5944,5.4633,5.0612,10.5245,5.1502,0.1958,0.089,13.7442,0.2893,0.407,1.8375,1.3059,2.7156,0.5191,1.0794,suzukit,2012-12-29T01:31:16Z
"C0002L-13X-4, 45.0 cm",NULL,395.239,395.255,395.239,395.255,"C0002L-13X-4, 47.0 cm",NULL,395.259,395.275,395.259,395.275,"C0002L-13X-4 W, 45.0--47.0 cm",CKY000000000001489310,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T13:39:58Z,NULL,18.7639,8.4691,37.2177,18.4538,31.7594,13.2115,12.9955,5.6563,5.5237,4.6524,10.1761,4.7424,0.198,0.09,12.7975,0.3065,0.442,1.8134,1.2576,2.7507,0.5428,1.1873,suzukit,2012-12-29T01:31:16Z
"C0002L-13X-5, 37.0 cm",NULL,396.485,396.505,396.485,396.505,"C0002L-13X-5, 39.0 cm",NULL,396.505,396.525,396.505,396.525,"C0002L-13X-5 W, 37.0--39.0 cm",CKY000000000001489410,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T13:39:58Z,NULL,18.6811,8.4396,33.3233,14.6422,29.1094,12.3373,10.4283,4.3667,4.2644,3.8282,8.0926,3.8977,0.1528,0.0695,10.2755,0.2982,0.425,1.8093,1.2697,2.6842,0.527,1.1139,suzukit,2012-12-29T01:31:16Z
"C0002L-13X-6, 27.0 cm",NULL,396.983,397.005,396.983,397.005,"C0002L-13X-6, 29.0 cm",NULL,397.003,397.025,397.003,397.025,"C0002L-13X-6 W, 27.0--29.0 cm",CKY000000000001489510,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T13:39:58Z,NULL,18.2841,8.2257,30.8938,12.6097,27.2001,11.5426,8.916,3.8277,3.738,3.256,6.994,3.3169,0.134,0.0609,8.782,0.3036,0.4359,1.8029,1.2556,2.6972,0.5345,1.148,suzukit,2012-12-29T01:31:16Z
"C0002L-13X-6, 95.0 cm",NULL,397.661,397.685,397.661,397.685,"C0002L-13X-6, 97.0 cm",NULL,397.68,397.705,397.68,397.705,"C0002L-13X-6 W, 95.0--97.0 cm",CKY000000000001489610,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T13:39:59Z,NULL,19.1509,8.6542,30.5237,11.3728,27.1457,11.6437,7.9948,3.5005,3.4185,2.9338,6.3523,2.9895,0.1225,0.0557,7.8723,0.3078,0.4447,1.7903,1.2393,2.6833,0.5382,1.1652,suzukit,2012-12-29T01:31:16Z
"C0002L-13X-7, 30.0 cm",NULL,398.428,398.455,398.428,398.455,"C0002L-13X-7, 32.0 cm",NULL,398.448,398.475,398.448,398.475,"C0002L-13X-7 W, 30.0--32.0 cm",CKY000000000001489710,PP,NULL,8,esteban338,NULL,CKY,2012-12-25T13:39:59Z,NULL,18.6391,8.4176,31.0593,12.4202,26.8547,11.4387,8.2156,4.3571,4.255,2.9518,7.2068,3.0211,0.1525,0.0693,8.0631,0.3508,0.5404,1.7234,1.1188,2.7316,0.5904,1.4415,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-1, 32.0 cm",NULL,400.805,400.82,400.805,400.82,"C0002L-14X-1, 34.0 cm",NULL,400.824,400.84,400.824,400.84,"C0002L-14X-1 W, 32.0--34.0 cm",CKY000000000001492410,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,NULL,18.1237,8.1504,38.459,20.3353,32.336,13.4328,14.2123,6.3451,6.1964,5.1814,11.3778,5.2824,0.2221,0.101,13.9902,0.312,0.4535,1.7873,1.2296,2.7001,0.5446,1.1959,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-1, 105.0 cm",NULL,401.502,401.55,401.502,401.55,"C0002L-14X-1, 107.0 cm",NULL,401.521,401.57,401.521,401.57,"C0002L-14X-1 W, 105.0--107.0 cm",CKY000000000001492510,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,NULL,18.8382,8.4602,31.5809,12.7427,28.0478,11.8518,9.2096,3.6612,3.5754,3.3334,6.9088,3.3916,0.1281,0.0582,9.0815,0.2873,0.4031,1.8444,1.3145,2.7244,0.5175,1.0726,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-2, 12.0 cm",NULL,401.95,402.02,401.95,402.02,"C0002L-14X-2, 14.0 cm",NULL,401.969,402.04,401.969,402.04,"C0002L-14X-2 W, 12.0--14.0 cm",CKY000000000001492610,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,NULL,18.8994,8.4459,35.9676,17.0682,31.2798,13.0409,12.3804,4.8578,4.7439,4.5177,9.2616,4.595,0.17,0.0773,12.2104,0.2846,0.3978,1.8429,1.3184,2.7028,0.5122,1.0501,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-2, 42.0 cm",NULL,402.236,402.32,402.236,402.32,"C0002L-14X-2, 44.0 cm",NULL,402.255,402.34,402.255,402.34,"C0002L-14X-2 W, 42.0--44.0 cm",CKY000000000001493810,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:59:54Z,sand,18.9638,8.5188,30.1947,11.2309,27.4372,11.5988,8.4734,2.8575,2.7905,3.0345,5.825,3.08,0.1,0.0455,8.3734,0.2544,0.3413,1.9281,1.4375,2.7594,0.4791,0.9196,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-2, 100.0 cm",NULL,402.789,402.9,402.789,402.9,"C0002L-14X-2, 103.0 cm",NULL,402.818,402.93,402.818,402.93,"C0002L-14X-2 W, 100.0--103.0 cm",CKY000000000001492710,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,NULL,19.0136,8.5551,27.4349,8.4213,24.6859,10.605,5.6723,2.8487,2.7819,2.0046,4.7865,2.0499,0.0997,0.0453,5.5726,0.3383,0.5112,1.7594,1.1642,2.7799,0.5812,1.3878,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-4, 28.0 cm",NULL,403.586,403.735,403.586,403.735,"C0002L-14X-4, 29.0 cm",NULL,403.595,403.745,403.595,403.745,"C0002L-14X-4 W, 28.0--29.0 cm",CKY000000000001492810,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,NULL,18.6434,8.3787,26.9761,8.3327,24.4235,10.4353,5.7801,2.6452,2.5832,2.0145,4.5977,2.0566,0.0926,0.0421,5.6875,0.3174,0.4651,1.8124,1.237,2.8233,0.5618,1.2823,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-4, 120.0 cm",NULL,404.463,404.655,404.463,404.655,"C0002L-14X-4, 122.0 cm",NULL,404.482,404.675,404.482,404.675,"C0002L-14X-4 W, 120.0--122.0 cm",CKY000000000001492910,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,NULL,18.849,8.4799,29.2874,10.4384,26.0504,11.1501,7.2014,3.3544,3.2758,2.6168,5.8926,2.6702,0.1174,0.0534,7.084,0.3214,0.4735,1.7714,1.2022,2.7071,0.5559,1.2518,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-5, 3.0 cm",NULL,404.683,404.885,404.683,404.885,"C0002L-14X-5, 5.0 cm",NULL,404.702,404.905,404.702,404.905,"C0002L-14X-5 W, 3.0--5.0 cm",CKY000000000001493010,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,NULL,18.3595,8.2796,34.2118,15.8523,29.5565,12.4333,11.197,4.8241,4.711,4.077,8.788,4.1537,0.1688,0.0767,11.0282,0.3043,0.4374,1.8039,1.2549,2.705,0.5361,1.1555,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-5, 116.0 cm",NULL,405.76,406.015,405.76,406.015,"C0002L-14X-5, 118.0 cm",NULL,405.779,406.035,405.779,406.035,"C0002L-14X-5 W, 116.0--118.0 cm",CKY000000000001493110,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,NULL,18.6888,8.4642,39.1208,20.432,33.554,13.9642,14.8652,5.7687,5.6335,5.4082,11.0417,5.5,0.2019,0.0918,14.6633,0.2823,0.3934,1.8504,1.328,2.7113,0.5102,1.0417,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-6, 13.0 cm",NULL,406.123,406.395,406.123,406.395,"C0002L-14X-6, 15.0 cm",NULL,406.142,406.415,406.142,406.415,"C0002L-14X-6 W, 13.0--15.0 cm",CKY000000000001493210,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,NULL,18.8831,8.5146,36.8288,17.9457,32.1002,13.3171,13.2171,4.9001,4.7853,4.7245,9.5098,4.8025,0.1715,0.078,13.0456,0.2731,0.3756,1.8871,1.3718,2.7613,0.5032,1.0129,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-6, 123.0 cm",NULL,407.172,407.495,407.172,407.495,"C0002L-14X-6, 125.0 cm",NULL,407.191,407.515,407.191,407.515,"C0002L-14X-6 W, 123.0--125.0 cm",CKY000000000001493310,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,NULL,18.7806,8.458,32.021,13.2404,28.74,12.1012,9.9594,3.4,3.3203,3.5891,6.9094,3.6432,0.119,0.0541,9.8404,0.2568,0.3455,1.9163,1.4242,2.7417,0.4805,0.9251,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-7, 86.0 cm",NULL,408.154,408.525,408.154,408.525,"C0002L-14X-7, 88.0 cm",NULL,408.173,408.545,408.173,408.545,"C0002L-14X-7 W, 86.0--88.0 cm",CKY000000000001493410,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,sand,18.6005,8.3695,33.0266,14.4261,29.697,12.3964,11.0965,3.4504,3.3695,3.972,7.3415,4.0269,0.1208,0.0549,10.9757,0.2392,0.3144,1.965,1.495,2.7633,0.459,0.8483,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-7, 137.0 cm",NULL,408.641,409.035,408.641,409.035,"C0002L-14X-7, 139.0 cm",NULL,408.66,409.055,408.66,409.055,"C0002L-14X-7 W, 137.0--139.0 cm",CKY000000000001493510,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,NULL,18.87,8.4755,30.8368,11.9668,27.8238,11.7536,8.9538,3.1223,3.0491,3.2284,6.2775,3.2781,0.1093,0.0497,8.8445,0.2609,0.353,1.9063,1.4089,2.7396,0.4857,0.9445,suzukit,2012-12-29T01:31:16Z
"C0002L-14X-8, 29.0 cm",NULL,408.96,409.37,408.96,409.37,"C0002L-14X-8, 31.0 cm",NULL,408.979,409.39,408.979,409.39,"C0002L-14X-8 W, 29.0--31.0 cm",CKY000000000001493610,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T19:14:07Z,NULL,18.7915,8.4548,31.8781,13.0866,28.4927,12.0083,9.7012,3.5082,3.426,3.4977,6.9237,3.5535,0.1228,0.0558,9.5784,0.2681,0.3663,1.8901,1.3834,2.7385,0.4948,0.9795,suzukit,2012-12-29T01:31:16Z
"C0002L-15X-1, 23.0 cm",NULL,410.226,410.23,410.226,410.23,"C0002L-15X-1, 25.0 cm",NULL,410.246,410.25,410.246,410.25,"C0002L-15X-1 W, 23.0--25.0 cm",CKY000000000001494710,PP,NULL,6,kitajima338,NULL,CKY,2012-12-25T23:14:51Z,NULL,18.9083,8.5196,40.1645,21.2562,35.1905,14.5209,16.2822,5.1544,5.0336,5.9193,10.9529,6.0013,0.1804,0.082,16.1018,0.2425,0.3201,1.9407,1.4701,2.7202,0.4596,0.8504,suzukit,2012-12-29T01:31:16Z
