Top Core Depth [],Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0009A-7R-1, 76.0 cm",NULL,NULL,NULL,1566.16,1566.16,1566.16,1566.16,"C0009A-7R-1, 80.0 cm",NULL,NULL,NULL,1566.2,1566.2,1566.2,1566.2,"C0009A-7R-1 W, 76.0--80.0 cm",CKY000000000002040700,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-13T14:32:54Z,485,glass beaker,18.996,8.569,49.5162,22.76,30.5202,485,glass beaker,18.996,8.569,45.0145,18.2779,26.0185,4.665,4.5557,9.6353,14.191,9.7089,0.1633,0.0736,25.8552,0.1528,0.1804,2.1507,1.8219,2.6834,0.321,0.4728,fuway,2009-07-23T03:02:09Z
"C0009A-7R-2, 58.0 cm",NULL,NULL,NULL,1567.385,1567.385,1567.385,1567.385,"C0009A-7R-2, 62.0 cm",NULL,NULL,NULL,1567.425,1567.425,1567.425,1567.425,"C0009A-7R-2 W, 58.0--62.0 cm",CKY000000000002041200,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-13T14:39:05Z,75,glass cell,17.101,7.689,44.3699,20.4831,27.2689,75,glass cell,17.101,7.689,40.1477,16.2793,23.0467,4.3753,4.2728,8.5213,12.7941,8.5903,0.1531,0.069,22.8936,0.1605,0.1911,2.1314,1.7894,2.6866,0.334,0.5014,fuway,2009-07-23T03:02:09Z
NULL,NULL,C0009A;1567.700,NULL,1567.7,NULL,NULL,1567.7,NULL,NULL,C0009A;1572.700,NULL,1572.7,NULL,NULL,1572.7,C0009A-189SMW W,CKY000000000001993100,PP,NULL,35,kawait,NULL,CKY,2009-07-09T20:54:32Z,244,glass beaker,18.1,8.177,36.9785,17.9659,18.8785,244,glass beaker,18.1,8.177,32.7592,13.765,14.6592,4.3723,4.2698,5.5191,9.7889,5.588,0.153,0.0689,14.5062,0.2316,0.3014,1.9286,1.4819,2.6284,0.4362,0.7736,dboutt319,2009-07-11T04:50:05Z
NULL,NULL,C0009A;1567.700,NULL,1567.7,NULL,NULL,1567.7,NULL,NULL,C0009A;1572.700,NULL,1572.7,NULL,NULL,1572.7,C0009A-208SMW W,CKY000000000002029200,PP,NULL,35,kames,NULL,CKY,2009-07-11T15:53:39Z,60,glass cell,17.281,7.851,36.6944,18.1336,19.4134,60,glass cell,17.281,7.851,32.0626,13.522,14.7816,4.7998,4.6873,5.5953,10.2826,5.671,0.168,0.0757,14.6136,0.2472,0.3284,1.888,1.4212,2.6118,0.4558,0.8377,dboutt319,2009-07-14T06:03:50Z
"C0009A-7R-3, 66.0 cm",NULL,NULL,NULL,1568.875,1568.875,1568.875,1568.875,"C0009A-7R-3, 71.0 cm",NULL,NULL,NULL,1568.925,1568.925,1568.925,1568.925,"C0009A-7R-3 WR, 66.0--71.0 cm",CKY000000000001991200,PP,NULL,10,maedal,NULL,CKY,2009-07-09T05:38:56Z,456,glass beaker,18.62,8.446,32.3673,14.7494,13.7473,456,glass beaker,18.62,8.446,30.4445,12.835,11.8245,1.9925,1.9458,4.3576,6.3034,4.389,0.0697,0.0314,11.7548,0.1449,0.1695,2.1809,1.8648,2.6975,0.3087,0.4465,dboutt319,2009-07-10T09:44:29Z
"C0009A-7R-4, 0.0 cm",NULL,NULL,NULL,1569.625,1569.625,1569.625,1569.625,"C0009A-7R-4, 4.0 cm",NULL,NULL,NULL,1569.665,1569.665,1569.665,1569.665,"C0009A-7R-4 W, 0.0--4.0 cm",CKY000000000002041300,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-13T14:39:06Z,81,glass cell,17.689,8,44.8725,20.5283,27.1835,81,glass cell,17.689,8,41.1573,16.8293,23.4683,3.8499,3.7597,8.7686,12.5283,8.8293,0.1347,0.0607,23.3336,0.1416,0.165,2.1698,1.8625,2.661,0.3001,0.4288,fuway,2009-07-23T03:02:09Z
"C0009A-7R-5, 102.0 cm",NULL,NULL,NULL,1572.06,1572.06,1572.06,1572.06,"C0009A-7R-5, 106.0 cm",NULL,NULL,NULL,1572.1,1572.1,1572.1,1572.1,"C0009A-7R-5 W, 102.0--106.0 cm",CKY000000000002041400,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-13T14:39:06Z,227,glass beaker,18.078,8.28,37.1695,17.2747,19.0915,227,glass beaker,18.078,8.28,34.2211,14.3392,16.1431,3.0553,2.9837,6.011,8.9947,6.0592,0.1069,0.0482,16.0362,0.16,0.1905,2.1225,1.7828,2.6678,0.3317,0.4964,fuway,2009-07-23T03:02:10Z
NULL,NULL,C0009A;1572.700,NULL,1572.7,NULL,NULL,1572.7,NULL,NULL,C0009A;1577.700,NULL,1577.7,NULL,NULL,1577.7,C0009A-190SMW W,CKY000000000001993200,PP,NULL,35,kawait,NULL,CKY,2009-07-09T20:54:32Z,285,glass beaker,18.215,8.207,38.884,18.973,20.669,285,glass beaker,18.215,8.207,34.2437,14.3529,16.0287,4.8086,4.6959,6.0701,10.766,6.1459,0.1683,0.0758,15.8604,0.2326,0.3032,1.9198,1.4732,2.6129,0.4362,0.7736,dboutt319,2009-07-11T04:50:05Z
NULL,NULL,C0009A;1572.700,NULL,1572.7,NULL,NULL,1572.7,NULL,NULL,C0009A;1577.700,NULL,1577.7,NULL,NULL,1577.7,C0009A-209SMW W,CKY000000000002029300,PP,NULL,35,kames,NULL,CKY,2009-07-11T16:15:34Z,230,glass beaker,18.757,8.486,35.0491,17.3382,16.2921,230,glass beaker,18.757,8.486,30.6233,12.9317,11.8663,4.5863,4.4788,4.3734,8.8522,4.4457,0.1605,0.0723,11.7058,0.2815,0.3918,1.8405,1.3224,2.6766,0.506,1.0241,suzukit,2009-07-17T19:27:34Z
"C0009A-8R-1, 117.5 cm",NULL,NULL,NULL,1576.075,1576.075,1576.075,1576.075,"C0009A-8R-1, 123.5 cm",NULL,NULL,NULL,1576.135,1576.135,1576.135,1576.135,"C0009A-8R-1 WR, 117.5--123.5 cm",CKY000000000001985400,PP,NULL,10,hiranos,NULL,CKY,2009-07-08T20:10:38Z,52,glass cell,17.249,7.834,35.1505,16.0294,17.9015,52,glass cell,17.249,7.834,32.5079,13.3984,15.2589,2.7384,2.6742,5.5212,8.1954,5.5644,0.0958,0.0432,15.1631,0.153,0.1806,2.1843,1.8502,2.7463,0.3263,0.4844,suzukit,2009-07-17T19:27:34Z
"C0009A-8R-2, 39.0 cm",NULL,NULL,NULL,1576.7,1576.7,1576.7,1576.7,"C0009A-8R-2, 43.0 cm",NULL,NULL,NULL,1576.74,1576.74,1576.74,1576.74,"C0009A-8R-2 W, 39.0--43.0 cm",CKY000000000002037000,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-12T16:33:24Z,267,glass beaker,18.079,8.183,40.1312,18.5717,22.0522,267,glass beaker,18.079,8.183,36.679,15.1345,18.6,3.5774,3.4936,6.8951,10.3887,6.9515,0.1252,0.0564,18.4748,0.1622,0.1936,2.1227,1.7784,2.6794,0.3363,0.5067,dboutt319,2009-07-14T06:03:51Z
"C0009A-8R-4, 19.0 cm",NULL,NULL,NULL,1577.08,1577.08,1577.08,1577.08,"C0009A-8R-4, 23.0 cm",NULL,NULL,NULL,1577.12,1577.12,1577.12,1577.12,"C0009A-8R-4 W, 19.0--23.0 cm",CKY000000000002037100,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-12T16:33:24Z,250,glass beaker,18.031,8.116,41.6753,19.2922,23.6443,250,glass beaker,18.031,8.116,37.9531,15.5862,19.9221,3.8572,3.7668,7.4094,11.1762,7.4702,0.135,0.0608,19.7871,0.1631,0.1949,2.1156,1.7705,2.6705,0.337,0.5084,dboutt319,2009-07-14T06:03:51Z
NULL,NULL,C0009A;1577.700,NULL,1577.7,NULL,NULL,1577.7,NULL,NULL,C0009A;1582.700,NULL,1582.7,NULL,NULL,1582.7,C0009A-191SMW W,CKY000000000001993300,PP,NULL,35,kawait,NULL,CKY,2009-07-09T20:54:32Z,75,glass cell,17.101,7.689,42.4819,20.9969,25.3809,75,glass cell,17.101,7.689,36.7623,15.3022,19.6613,5.927,5.7881,7.5198,13.3079,7.6132,0.2074,0.0934,19.4539,0.2335,0.3047,1.9072,1.4618,2.587,0.4349,0.7697,dboutt319,2009-07-11T04:50:05Z
NULL,NULL,C0009A;1577.700,NULL,1577.7,NULL,NULL,1577.7,NULL,NULL,C0009A;1582.700,NULL,1582.7,NULL,NULL,1582.7,C0009A-210SMW W,CKY000000000002029400,PP,NULL,35,kames,NULL,CKY,2009-07-11T16:49:50Z,299,glass beaker,18.29,8.228,36.785,18.4371,18.495,299,glass beaker,18.29,8.228,31.8699,13.5434,13.5799,5.0934,4.974,5.2351,10.2091,5.3154,0.1783,0.0803,13.4016,0.2754,0.3801,1.8116,1.3127,2.56,0.4872,0.9501,dboutt319,2009-07-14T06:03:50Z
"C0009A-8R-5, 39.0 cm",NULL,NULL,NULL,1578.7,1578.7,1578.7,1578.7,"C0009A-8R-5, 43.0 cm",NULL,NULL,NULL,1578.74,1578.74,1578.74,1578.74,"C0009A-8R-5 W, 39.0--43.0 cm",CKY000000000002037200,PP,NULL,20,fujikit,Share w/DPW&HP-EWV,CKY,2009-07-12T16:33:24Z,73,glass cell,16.784,7.56,33.6535,15.1549,16.8695,73,glass cell,16.784,7.56,31.3217,12.8332,14.5377,2.4164,2.3598,5.2351,7.5949,5.2732,0.0846,0.0381,14.4531,0.1432,0.1672,2.2212,1.903,2.7608,0.3107,0.4508,dboutt319,2009-07-14T06:03:51Z
"C0009A-8R-6, 62.0 cm",NULL,NULL,NULL,1580.35,1580.35,1580.35,1580.35,"C0009A-8R-6, 66.0 cm",NULL,NULL,NULL,1580.39,1580.39,1580.39,1580.39,"C0009A-8R-6 W, 62.0--66.0 cm",CKY000000000002037300,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-12T16:33:25Z,479,glass beaker,18.904,8.492,32.863,15.4724,13.959,479,glass beaker,18.904,8.492,30.7805,13.399,11.8765,2.158,2.1074,4.873,6.9804,4.907,0.0755,0.034,11.801,0.1546,0.1829,1.9997,1.6906,2.4217,0.3019,0.4325,dboutt319,2009-07-14T06:03:51Z
"C0009A-8R-7, 75.0 cm",NULL,NULL,NULL,1581.92,1581.92,1581.92,1581.92,"C0009A-8R-7, 79.0 cm",NULL,NULL,NULL,1581.96,1581.96,1581.96,1581.96,"C0009A-8R-7 W, 75.0--79.0 cm",CKY000000000002037400,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-12T16:33:25Z,456,glass beaker,18.62,8.446,39.0488,18.1345,20.4288,456,glass beaker,18.62,8.446,36.0972,15.1957,17.4772,3.0587,2.987,6.7015,9.6885,6.7497,0.1071,0.0482,17.3701,0.1497,0.1761,2.1086,1.7929,2.592,0.3083,0.4457,dboutt319,2009-07-14T06:03:51Z
"C0009A-8R-CC, 9.0 cm",NULL,NULL,NULL,1582.3,1582.3,1582.3,1582.3,"C0009A-8R-CC, 13.0 cm",NULL,NULL,NULL,1582.34,1582.34,1582.34,1582.34,"C0009A-8R-CC W, 9.0--13.0 cm",CKY000000000002037500,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-12T16:33:25Z,83,glass cell,17.287,7.806,39.3456,18.519,22.0586,83,glass cell,17.287,7.806,36.605,15.7904,19.318,2.84,2.7734,7.9396,10.713,7.9844,0.0994,0.0448,19.2186,0.1287,0.1478,2.059,1.794,2.4206,0.2589,0.3493,dboutt319,2009-07-14T06:03:51Z
NULL,NULL,C0009A;1582.700,NULL,1582.7,NULL,NULL,1582.7,NULL,NULL,C0009A;1587.700,NULL,1587.7,NULL,NULL,1587.7,C0009A-192SMW W,CKY000000000001993400,PP,NULL,35,kawait,NULL,CKY,2009-07-09T20:54:32Z,305,glass beaker,18.82,8.521,42.0532,20.5243,23.2332,305,glass beaker,18.82,8.521,36.9062,15.3997,18.0862,5.3337,5.2087,6.7946,12.0033,6.8787,0.1867,0.0841,17.8995,0.2296,0.298,1.9356,1.4912,2.6344,0.4339,0.7666,dboutt319,2009-07-11T04:50:05Z
NULL,NULL,C0009A;1582.700,NULL,1582.7,NULL,NULL,1582.7,NULL,NULL,C0009A;1587.700,NULL,1587.7,NULL,NULL,1587.7,C0009A-211SMW W,CKY000000000002029500,PP,NULL,35,kames,NULL,CKY,2009-07-11T17:06:48Z,223,glass beaker,18.599,8.426,34.2221,16.8964,15.6231,223,glass beaker,18.599,8.426,30.0301,12.7227,11.4311,4.344,4.2422,4.2282,8.4704,4.2967,0.152,0.0685,11.2791,0.278,0.3851,1.8444,1.3316,2.6676,0.5008,1.0033,dboutt319,2009-07-14T06:03:51Z
"C0009A-9R-1, 88.0 cm",NULL,NULL,NULL,1585.28,1585.28,1585.28,1585.28,"C0009A-9R-1, 92.0 cm",NULL,NULL,NULL,1585.32,1585.32,1585.32,1585.32,"C0009A-9R-1 W, 88.0--92.0 cm",CKY000000000002035000,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-12T13:16:34Z,69,glass cell,17.303,7.898,37.2641,17.2362,19.9611,69,glass cell,17.303,7.898,33.9053,13.8921,16.6023,3.4806,3.399,5.9392,9.3382,5.9941,0.1218,0.0549,16.4805,0.1744,0.2112,2.1376,1.7648,2.7749,0.364,0.5723,dboutt319,2009-07-14T06:03:51Z
"C0009A-9R-2, 0.0 cm",NULL,NULL,NULL,1585.8,1585.8,1585.8,1585.8,"C0009A-9R-2, 4.0 cm",NULL,NULL,NULL,1585.84,1585.84,1585.84,1585.84,"C0009A-9R-2 W, 0.0--4.0 cm",CKY000000000002035100,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-12T13:16:34Z,76,glass cell,17.138,7.8,29.4316,13.3732,12.2936,76,glass cell,17.138,7.8,27.7786,11.7273,10.6406,1.713,1.6729,3.9003,5.5732,3.9273,0.06,0.027,10.5806,0.1393,0.1619,2.2058,1.8985,2.7128,0.3002,0.4289,dboutt319,2009-07-14T06:03:51Z
"C0009A-9R-2, 140.0 cm",NULL,NULL,NULL,1587.2,1587.2,1587.2,1587.2,"C0009A-9R-2, 145.0 cm",NULL,NULL,NULL,1587.25,1587.25,1587.25,1587.25,"C0009A-9R-2 WR, 140.0--145.0 cm",CKY000000000001989900,PP,NULL,10,hiranos,NULL,CKY,2009-07-09T02:44:44Z,474,glass beaker,19.003,8.554,32.2891,14.8804,13.2861,474,glass beaker,19.003,8.554,30.2629,12.863,11.2599,2.0997,2.0505,4.2759,6.3264,4.309,0.0735,0.0331,11.1864,0.158,0.1877,2.1001,1.7682,2.6162,0.3241,0.4795,dboutt319,2009-07-10T04:42:33Z
NULL,NULL,C0009A;1587.700,NULL,1587.7,NULL,NULL,1587.7,NULL,NULL,C0009A;1592.700,NULL,1592.7,NULL,NULL,1592.7,C0009A-193SMW W,CKY000000000001993500,PP,NULL,35,kawait,NULL,CKY,2009-07-09T20:54:33Z,283,glass beaker,18.151,8.227,42.3691,20.8547,24.2181,283,glass beaker,18.151,8.227,36.9208,15.4301,18.7698,5.6459,5.5136,7.1141,12.6277,7.2031,0.1976,0.089,18.5722,0.2331,0.304,1.9179,1.4708,2.6106,0.4366,0.775,dboutt319,2009-07-11T04:50:05Z
NULL,NULL,C0009A;1587.700,NULL,1587.7,NULL,NULL,1587.7,NULL,NULL,C0009A;1592.700,NULL,1592.7,NULL,NULL,1592.7,C0009A-212SMW W,CKY000000000002029600,PP,NULL,35,kames,NULL,CKY,2009-07-11T17:27:07Z,272,glass beaker,18.246,8.316,38.262,19.2924,20.016,272,glass beaker,18.246,8.316,32.7984,13.8526,14.5524,5.6618,5.5291,5.4473,10.9764,5.5366,0.1982,0.0893,14.3542,0.2829,0.3944,1.8235,1.3077,2.6351,0.5037,1.015,dboutt319,2009-07-14T06:03:51Z
"C0009A-9R-4, 12.0 cm",NULL,NULL,NULL,1587.93,1587.93,1587.93,1587.93,"C0009A-9R-4, 16.0 cm",NULL,NULL,NULL,1587.97,1587.97,1587.97,1587.97,"C0009A-9R-4 W, 12.0--16.0 cm",CKY000000000002035200,PP,NULL,20,fujikit,Share w/DPW&HP-EWV,CKY,2009-07-12T13:16:34Z,476,glass beaker,18.844,8.501,39.5143,18.2841,20.6703,476,glass beaker,18.844,8.501,36.2812,15.065,17.4372,3.3504,3.2719,6.5112,9.7831,6.564,0.1173,0.0528,17.3199,0.1621,0.1934,2.1129,1.7704,2.66,0.3344,0.5025,dboutt319,2009-07-14T06:03:51Z
"C0009A-9R-6, 91.0 cm",NULL,NULL,NULL,1590.15,1590.15,1590.15,1590.15,"C0009A-9R-6, 95.0 cm",NULL,NULL,NULL,1590.19,1590.19,1590.19,1590.19,"C0009A-9R-6 W, 91.0--95.0 cm",CKY000000000002035300,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-12T13:16:34Z,290,glass beaker,18.814,8.53,30.4075,13.8935,11.5935,290,glass beaker,18.814,8.53,28.6874,12.1809,9.8734,1.7825,1.7407,3.6228,5.3635,3.6509,0.0624,0.0281,9.811,0.1537,0.1817,2.1616,1.8292,2.7081,0.3245,0.4805,dboutt319,2009-07-14T06:03:51Z
"C0009A-9R-7, 51.0 cm",NULL,NULL,NULL,1591.16,1591.16,1591.16,1591.16,"C0009A-9R-7, 55.0 cm",NULL,NULL,NULL,1591.2,1591.2,1591.2,1591.2,"C0009A-9R-7 W, 51.0--55.0 cm",CKY000000000002035400,PP,NULL,15,arakaway,Share w/DPW,CKY,2009-07-12T13:16:34Z,64,glass cell,17.576,7.923,32.9139,15.0728,15.3379,64,glass cell,17.576,7.923,30.6146,12.7835,13.0386,2.3827,2.3269,4.8229,7.1498,4.8605,0.0834,0.0376,12.9552,0.1553,0.1839,2.1452,1.812,2.6862,0.3254,0.4825,dboutt319,2009-07-14T06:03:51Z
NULL,NULL,C0009A;1592.700,NULL,1592.7,NULL,NULL,1592.7,NULL,NULL,C0009A;1597.700,NULL,1597.7,NULL,NULL,1597.7,C0009A-213SMW W,CKY000000000002029700,PP,NULL,35,kames,NULL,CKY,2009-07-11T18:28:01Z,295,glass beaker,18.316,8.263,38.7753,19.4766,20.4593,295,glass beaker,18.316,8.263,33.2641,13.9894,14.9481,5.7111,5.5772,5.6364,11.2136,5.7264,0.1999,0.09,14.7482,0.2791,0.3872,1.8245,1.3152,2.6166,0.4974,0.9895,dboutt319,2009-07-14T06:03:51Z
NULL,NULL,C0009A;1597.700,NULL,1597.7,NULL,NULL,1597.7,NULL,NULL,C0009A;1602.700,NULL,1602.7,NULL,NULL,1602.7,C0009A-214SMW W,CKY000000000002029800,PP,NULL,35,kames,NULL,CKY,2009-07-11T18:45:08Z,451,glass beaker,18.673,8.384,42.6064,21.9749,23.9334,451,glass beaker,18.673,8.384,35.6721,15.0708,16.9991,7.1858,7.0174,6.5735,13.5909,6.6868,0.2515,0.1133,16.7476,0.3002,0.4291,1.761,1.2323,2.5477,0.5163,1.0675,dboutt319,2009-07-14T06:03:51Z
NULL,NULL,C0009A;1602.700,NULL,1602.7,NULL,NULL,1602.7,NULL,NULL,C0009A;1603.700,NULL,1603.7,NULL,NULL,1603.7,C0009A-215SMW W,CKY000000000002029900,PP,NULL,35,kames,NULL,CKY,2009-07-11T18:58:56Z,52,glass cell,17.249,7.834,39.3151,20.5488,22.0661,52,glass cell,17.249,7.834,32.6315,13.8943,15.3825,6.926,6.7637,5.9511,12.7148,6.0603,0.2424,0.1092,15.1401,0.3139,0.4575,1.7355,1.1907,2.5441,0.532,1.1365,dboutt319,2009-07-14T06:03:51Z
