Top Core Depth [],Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
NULL,NULL,C0002P;2205.500,NULL,2205.5,NULL,NULL,2205.5,NULL,NULL,C0002P;2210.500,NULL,2210.5,NULL,NULL,2210.5,C0002P-85SMW W,CKY000000000006437300,PP,NULL,30,yamaguchim,">4mm, bulk",CKY,2014-01-01T13:54:48Z,NULL,18.8796,8.491,51.0698,32.1902,46.4213,18.8042,27.5417,4.8171,4.7042,10.2366,14.9408,10.3132,0.1686,0.0766,27.3731,0.1496,0.176,2.1545,1.8321,2.674,0.3149,0.4595,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2205.500,NULL,2205.5,NULL,NULL,2205.5,NULL,NULL,C0002P;2210.500,NULL,2210.5,NULL,NULL,2210.5,C0002P-85SMW W,CKY000000000006446900,PP,NULL,30,henry348,>4mm handpicked (sand) shared w 348PHCT,CKY,2014-01-07T08:49:11Z,sand,19.3092,8.6872,47.8527,28.5435,45.2235,18.388,25.9143,2.7246,2.6607,9.6574,12.3181,9.7008,0.0954,0.0434,25.8189,0.0955,0.1055,2.3172,2.096,2.6735,0.216,0.2755,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2205.500,NULL,2205.5,NULL,NULL,2205.5,NULL,NULL,C0002P;2210.500,NULL,2210.5,NULL,NULL,2210.5,C0002P-85SMW W,CKY000000000006447000,PP,NULL,30,henry348,>4mm handpicked (mud)  shared w 348PHCT,CKY,2014-01-07T08:49:11Z,mud,18.8119,8.4875,51.6642,32.8523,48.7952,19.5768,29.9833,2.9731,2.9034,11.042,13.9454,11.0893,0.1041,0.0473,29.8792,0.0905,0.0995,2.3558,2.1426,2.706,0.2082,0.2629,takahashik,2014-01-13T11:07:22Z
"C0002P-5R-4, 91.0 cm",NULL,NULL,NULL,2205.545,2205.545,2205.545,2205.545,"C0002P-5R-4, 91.5 cm",NULL,NULL,NULL,2205.55,2205.55,2205.55,2205.55,"C0002P-5R-4 W, 91.0--91.5 cm",CKY000000000006229700,PP,NULL,10,kitajima348,clay-silty gouge?,CKY,2013-12-26T00:50:36Z,clay silt below(?) fault,18.9194,8.5715,35.6186,16.6992,32.0577,13.5017,13.1383,3.6901,3.6036,4.8715,8.4751,4.9302,0.1292,0.0587,13.0091,0.221,0.2837,1.9704,1.535,2.6705,0.4252,0.7397,takahashik,2014-01-13T11:07:22Z
"C0002P-5R-5, 2.0 cm",NULL,NULL,NULL,2205.57,2205.57,2205.57,2205.57,"C0002P-5R-5, 4.0 cm",NULL,NULL,NULL,2205.59,2205.59,2205.59,2205.59,"C0002P-5R-5 W, 2.0--4.0 cm",CKY000000000006229800,PP,NULL,10,henry348,sandy shared w/ 348PH,CKY,2013-12-27T10:52:19Z,sandy below fault,18.9695,8.5261,42.8598,23.8903,39.3423,16.238,20.3728,3.6451,3.5597,7.6539,11.2136,7.7119,0.1276,0.058,20.2452,0.1526,0.18,2.1305,1.8054,2.6451,0.3174,0.4651,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-1, 4.0 cm",NULL,NULL,NULL,2209.04,2209.04,2209.04,2209.04,"C0002P-6R-1, 6.0 cm",NULL,NULL,NULL,2209.06,2209.06,2209.06,2209.06,"C0002P-6R-1 W, 4.0--6.0 cm",CKY000000000006235900,PP,NULL,30,kitamura348,NULL,CKY,2013-12-26T07:01:43Z,NULL,18.2837,8.246,47.0849,28.8012,43.8522,17.6203,25.5685,3.3499,3.2714,9.321,12.5924,9.3743,0.1172,0.0533,25.4513,0.1163,0.1316,2.2872,2.0212,2.7305,0.2598,0.351,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-1, 77.0 cm",NULL,NULL,NULL,2209.77,2209.77,2209.77,2209.77,"C0002P-6R-1, 79.0 cm",NULL,NULL,NULL,2209.79,2209.79,2209.79,2209.79,"C0002P-6R-1 W, 77.0--79.0 cm",CKY000000000006236000,PP,NULL,30,kitamura348,NULL,CKY,2013-12-26T07:04:36Z,NULL,18.7626,8.4396,36.8974,18.1348,34.7099,14.2645,15.9473,2.2668,2.2137,5.7889,8.0026,5.8249,0.0793,0.036,15.868,0.125,0.1429,2.2661,1.9829,2.7411,0.2766,0.3824,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2210.500,NULL,2210.5,NULL,NULL,2210.5,NULL,NULL,C0002P;2215.500,NULL,2215.5,NULL,NULL,2215.5,C0002P-86SMW W,CKY000000000006203700,PP,NULL,30,yamaguchim,"1-4mm, bulk",CKY,2013-12-27T03:08:46Z,NULL,18.7316,8.4453,42.9853,24.2537,37.9661,15.6216,19.2345,5.2012,5.0793,7.0936,12.1729,7.1763,0.182,0.0827,19.0525,0.2144,0.273,1.9924,1.5652,2.6859,0.4173,0.716,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2210.500,NULL,2210.5,NULL,NULL,2210.5,NULL,NULL,C0002P;2215.500,NULL,2215.5,NULL,NULL,2215.5,C0002P-86SMW W,CKY000000000006246500,PP,NULL,30,yamaguchim,">4mm, bulk",CKY,2013-12-27T03:10:42Z,NULL,18.9057,8.5532,46.3215,27.4158,43.3535,17.587,24.4478,3.0756,3.0035,8.9849,11.9884,9.0338,0.1076,0.0489,24.3402,0.1122,0.1264,2.2869,2.0303,2.709,0.2505,0.3343,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2210.500,NULL,2210.5,NULL,NULL,2210.5,NULL,NULL,C0002P;2215.500,NULL,2215.5,NULL,NULL,2215.5,C0002P-86SMW W,CKY000000000006250400,PP,NULL,30,henry348,>4mm handpicked shared w 348PHCT,CKY,2014-01-07T08:51:29Z,NULL,18.7918,8.5026,31.0264,12.2346,29.9642,12.6172,11.1724,1.1007,1.0749,4.0971,5.172,4.1146,0.0385,0.0175,11.1339,0.09,0.0989,2.3655,2.1527,2.7175,0.2078,0.2624,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2210.500,NULL,2210.5,NULL,NULL,2210.5,NULL,NULL,C0002P;2215.500,NULL,2215.5,NULL,NULL,2215.5,C0002P-86SMW W,CKY000000000006285000,PP,NULL,30,henry348,">4mm, Handpicked  shared w 348PHCT",CKY,2014-01-07T08:51:29Z,NULL,18.9695,8.5261,50.5288,31.5593,47.6877,19.2234,28.7182,2.9441,2.8751,10.6505,13.5256,10.6973,0.103,0.0468,28.6152,0.0933,0.1029,2.3333,2.1156,2.6867,0.2126,0.2699,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2210.500,NULL,2210.5,NULL,NULL,2210.5,NULL,NULL,C0002P;2215.500,NULL,2215.5,NULL,NULL,2215.5,C0002P-102SMW W,CKY000000000006445100,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2014-01-01T18:23:18Z,NULL,19.0833,8.7067,50.2925,31.2092,46.2141,18.6991,27.1308,4.2263,4.1272,9.9252,14.0524,9.9924,0.1479,0.0672,26.9829,0.1354,0.1566,2.2209,1.9202,2.7186,0.2937,0.4158,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2210.500,NULL,2210.5,NULL,NULL,2210.5,NULL,NULL,C0002P;2215.500,NULL,2215.5,NULL,NULL,2215.5,C0002P-102SMW W,CKY000000000006445200,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2014-01-01T18:23:18Z,NULL,18.8474,8.4534,55.5541,36.7067,52.2689,20.9287,33.4215,3.4044,3.3246,12.4211,15.7457,12.4753,0.1192,0.0542,33.3023,0.0927,0.1022,2.3312,2.115,2.6811,0.2111,0.2677,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-2, 37.0 cm",NULL,NULL,NULL,2210.78,2210.78,2210.78,2210.78,"C0002P-6R-2, 39.0 cm",NULL,NULL,NULL,2210.8,2210.8,2210.8,2210.8,"C0002P-6R-2 WR, 37.0--39.0 cm",CKY000000000006226000,PP,NULL,30,henry348,shared with 348PH,CKY,2013-12-27T11:00:20Z,NULL,18.7918,8.5026,50.1658,31.374,47.1083,18.9499,28.3165,3.1684,3.0941,10.3969,13.491,10.4473,0.1109,0.0504,28.2056,0.101,0.1123,2.3256,2.0907,2.7129,0.2293,0.2976,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-2, 38.0 cm",NULL,NULL,NULL,2210.79,2210.79,2210.79,2210.79,"C0002P-6R-2, 41.0 cm",NULL,NULL,NULL,2210.82,2210.82,2210.82,2210.82,"C0002P-6R-2 W, 38.0--41.0 cm",CKY000000000006236800,PP,NULL,30,kitamura348,NULL,CKY,2013-12-26T07:19:28Z,NULL,18.8796,8.491,43.1105,24.2309,40.675,16.5446,21.7954,2.5238,2.4646,8.0135,10.4781,8.0536,0.0883,0.0401,21.7071,0.1042,0.1163,2.3125,2.0717,2.7088,0.2352,0.3076,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-2, 104.0 cm",NULL,NULL,NULL,2211.45,2211.45,2211.45,2211.45,"C0002P-6R-2, 106.0 cm",NULL,NULL,NULL,2211.47,2211.47,2211.47,2211.47,"C0002P-6R-2 W, 104.0--106.0 cm",CKY000000000006237700,PP,NULL,30,kitamura348,NULL,CKY,2013-12-26T07:38:59Z,NULL,19.341,8.7231,45.1363,25.7953,42.8094,17.3606,23.4684,2.4113,2.3548,8.5991,10.9539,8.6375,0.0844,0.0384,23.384,0.0935,0.1031,2.3549,2.1348,2.7194,0.215,0.2738,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-3, 37.0 cm",NULL,NULL,NULL,2212.185,2212.185,2212.185,2212.185,"C0002P-6R-3, 39.0 cm",NULL,NULL,NULL,2212.205,2212.205,2212.205,2212.205,"C0002P-6R-3 W, 37.0--39.0 cm",CKY000000000006236900,PP,NULL,30,kitamura348,NULL,CKY,2013-12-26T07:24:16Z,NULL,18.8115,8.4707,45.7939,26.9824,43.1429,17.4626,24.3314,2.7472,2.6828,8.9482,11.631,8.9919,0.0962,0.0437,24.2352,0.1018,0.1134,2.3199,2.0837,2.7084,0.2307,0.2998,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-3, 138.0 cm",NULL,NULL,NULL,2213.195,2213.195,2213.195,2213.195,"C0002P-6R-3, 141.0 cm",NULL,NULL,NULL,2213.225,2213.225,2213.225,2213.225,"C0002P-6R-3 W, 138.0--141.0 cm",CKY000000000006238700,PP,NULL,30,kitamura348,NULL,CKY,2013-12-26T08:34:21Z,NULL,19.3587,8.715,52.4193,33.0606,49.2097,19.766,29.851,3.326,3.248,10.9981,14.2461,11.051,0.1164,0.0529,29.7346,0.1006,0.1119,2.3207,2.0872,2.7036,0.228,0.2953,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-4, 15.0 cm",NULL,NULL,NULL,2213.38,2213.38,2213.38,2213.38,"C0002P-6R-4, 20.0 cm",NULL,NULL,NULL,2213.43,2213.43,2213.43,2213.43,"C0002P-6R-4 W, 15.0--20.0 cm",CKY000000000006240300,PP,NULL,30,kitamura348,NULL,CKY,2013-12-26T10:15:53Z,NULL,18.1537,8.1751,45.8339,27.6802,42.9961,17.31,24.8424,2.9407,2.8718,9.0881,11.9599,9.1349,0.1029,0.0468,24.7395,0.1062,0.1189,2.3144,2.0685,2.7222,0.2401,0.316,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-4, 103.0 cm",NULL,NULL,NULL,2214.26,2214.26,2214.26,2214.26,"C0002P-6R-4, 108.0 cm",NULL,NULL,NULL,2214.31,2214.31,2214.31,2214.31,"C0002P-6R-4 W, 103.0--108.0 cm",CKY000000000006237800,PP,NULL,30,kitamura348,NULL,CKY,2013-12-26T07:50:31Z,NULL,18.7054,8.4181,44.5997,25.8943,40.8667,16.6885,22.1613,3.8684,3.7777,8.2089,11.9866,8.2704,0.1354,0.0615,22.0259,0.1494,0.1756,2.1603,1.8375,2.6832,0.3152,0.4602,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-5, 27.0 cm",NULL,NULL,NULL,2214.91,2214.91,2214.91,2214.91,"C0002P-6R-5, 30.0 cm",NULL,NULL,NULL,2214.94,2214.94,2214.94,2214.94,"C0002P-6R-5 W, 27.0--30.0 cm",CKY000000000006240100,PP,NULL,30,kitamura348,NULL,CKY,2013-12-26T10:11:15Z,sandy (bedding),18.6809,8.4544,45.7387,27.0578,42.5155,17.1996,23.8346,3.3401,3.2618,8.6921,11.9539,8.7452,0.1169,0.0531,23.7177,0.1234,0.1408,2.2635,1.9841,2.7287,0.2729,0.3753,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-5, 94.0 cm",NULL,NULL,NULL,2215.58,2215.58,2215.58,2215.58,"C0002P-6R-5, 101.0 cm",NULL,NULL,NULL,2215.65,2215.65,2215.65,2215.65,"C0002P-6R-5 W, 94.0--101.0 cm",CKY000000000006239700,PP,NULL,30,kitamura348,NULL,CKY,2013-12-26T09:55:03Z,NULL,18.8658,8.4878,47.906,29.0402,45.1066,18.0572,26.2408,2.9009,2.8329,9.5233,12.3562,9.5694,0.1015,0.0461,26.1393,0.0999,0.111,2.3503,2.1155,2.7448,0.2293,0.2975,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-6, 18.0 cm",NULL,NULL,NULL,2216.235,2216.235,2216.235,2216.235,"C0002P-6R-6, 20.0 cm",NULL,NULL,NULL,2216.255,2216.255,2216.255,2216.255,"C0002P-6R-6 W, 18.0--20.0 cm",CKY000000000006241300,PP,NULL,30,yamamoto348,NULL,CKY,2013-12-26T10:34:33Z,NULL,18.9206,8.5167,43.5001,24.5795,40.9341,16.6788,22.0135,2.6591,2.5968,8.1198,10.7166,8.1621,0.0931,0.0423,21.9204,0.1082,0.1213,2.2936,2.0455,2.6996,0.2423,0.3198,takahashik,2014-01-13T11:07:22Z
"C0002P-6R-6, 77.0 cm",NULL,NULL,NULL,2216.825,2216.825,2216.825,2216.825,"C0002P-6R-6, 81.0 cm",NULL,NULL,NULL,2216.865,2216.865,2216.865,2216.865,"C0002P-6R-6 W, 77.0--81.0 cm",CKY000000000006241600,PP,NULL,30,yamamoto348,NULL,CKY,2013-12-26T10:39:05Z,NULL,18.8013,8.5245,51.4434,32.6421,48.4664,19.4721,29.6651,3.085,3.0127,10.8985,13.9112,10.9476,0.108,0.0491,29.5571,0.0945,0.1044,2.3465,2.1247,2.712,0.2166,0.2764,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2220.500,NULL,2220.5,NULL,NULL,2220.5,NULL,NULL,C0002P;2225.500,NULL,2225.5,NULL,NULL,2225.5,C0002P-107SMW W,CKY000000000006266100,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-12-27T20:03:49Z,NULL,18.1351,8.1963,51.429,33.2939,47.2149,18.9493,29.0798,4.3669,4.2646,10.6835,14.9481,10.753,0.1528,0.0695,28.927,0.1312,0.151,2.2273,1.9352,2.7076,0.2853,0.3992,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2220.500,NULL,2220.5,NULL,NULL,2220.5,NULL,NULL,C0002P;2225.500,NULL,2225.5,NULL,NULL,2225.5,C0002P-107SMW W,CKY000000000006266300,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-12-27T20:03:49Z,NULL,18.7398,8.4241,56.1556,37.4158,52.8234,21.0385,34.0836,3.4531,3.3722,12.5594,15.9316,12.6144,0.1209,0.055,33.9627,0.0923,0.1017,2.3485,2.1318,2.7042,0.2117,0.2685,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2220.500,NULL,2220.5,NULL,NULL,2220.5,NULL,NULL,C0002P;2225.500,NULL,2225.5,NULL,NULL,2225.5,C0002P-107SMW W,CKY000000000006285400,PP,NULL,30,henry348,">4mm, Handpicked  shared w 348PHCT",CKY,2014-01-07T10:05:46Z,NULL,19.0133,8.5964,51.0138,32.0005,48.3349,19.4174,29.3216,2.7761,2.711,10.7768,13.4878,10.821,0.0972,0.0442,29.2244,0.0868,0.095,2.3726,2.1667,2.7118,0.201,0.2516,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2225.500,NULL,2225.5,NULL,NULL,2225.5,NULL,NULL,C0002P;2235.500,NULL,2235.5,NULL,NULL,2235.5,C0002P-335SMW W,CKY000000000006492000,PP,NULL,30,yabukit,>4mm handpicked PP washed. shared w/ 348JSCT,CKY,2014-01-21T06:51:05Z,NULL,18.8511,8.5102,50.5584,31.7073,47.897,19.27,29.0459,2.7579,2.6933,10.7159,13.4092,10.7598,0.0965,0.0439,28.9494,0.087,0.0953,2.3646,2.1589,2.7015,0.2009,0.2513,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2225.500,NULL,2225.5,NULL,NULL,2225.5,NULL,NULL,C0002P;2235.500,NULL,2235.5,NULL,NULL,2235.5,C0002P-335SMW W,CKY000000000006492800,PP,NULL,30,yabukit,"1-4 mm bulk, PP washed shared w/ 348JSCT",CKY,2014-01-21T06:51:05Z,NULL,19.3328,8.7243,51.3992,32.0664,47.55,19.1663,28.2172,3.9888,3.8953,10.3785,14.2738,10.442,0.1396,0.0635,28.0776,0.1244,0.1421,2.2465,1.9671,2.7054,0.2729,0.3753,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2225.500,NULL,2225.5,NULL,NULL,2225.5,NULL,NULL,C0002P;2235.500,NULL,2235.5,NULL,NULL,2235.5,C0002P-335SMW W,CKY000000000006492900,PP,NULL,30,yabukit,">4 mm bulk, PP washed shared w/ 348JSCT",CKY,2014-01-21T06:51:05Z,NULL,19.3436,8.6999,54.1752,34.8316,50.9178,20.3392,31.5742,3.3755,3.2964,11.5856,14.882,11.6393,0.1181,0.0537,31.4561,0.0969,0.1073,2.3405,2.1137,2.7151,0.2215,0.2845,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2230.500,NULL,2230.5,NULL,NULL,2230.5,NULL,NULL,C0002P;2235.500,NULL,2235.5,NULL,NULL,2235.5,C0002P-109SMW W,CKY000000000006266700,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-12-27T21:04:27Z,NULL,18.2406,8.241,41.4973,23.2567,36.9227,15.0427,18.6821,4.7405,4.6294,6.7263,11.3557,6.8017,0.1659,0.0754,18.5162,0.2038,0.256,2.048,1.6306,2.7528,0.4077,0.6883,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2230.500,NULL,2230.5,NULL,NULL,2230.5,NULL,NULL,C0002P;2235.500,NULL,2235.5,NULL,NULL,2235.5,C0002P-109SMW W,CKY000000000006266800,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-12-27T21:04:27Z,NULL,18.0343,8.1255,52.434,34.3997,47.6614,19.0853,29.6271,4.9457,4.8298,10.8811,15.7109,10.9598,0.1731,0.0787,29.454,0.1438,0.1679,2.1895,1.8747,2.7069,0.3074,0.4439,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2230.500,NULL,2230.5,NULL,NULL,2230.5,NULL,NULL,C0002P;2235.500,NULL,2235.5,NULL,NULL,2235.5,C0002P-109SMW W,CKY000000000006285600,PP,NULL,30,henry348,">4mm, Handpicked shared w 348PHCT",CKY,2014-01-07T10:06:30Z,NULL,19.3027,8.7535,52.9081,33.6054,50.0042,20.0718,30.7015,3.0092,2.9387,11.2704,14.2091,11.3183,0.1053,0.0479,30.5962,0.0895,0.0984,2.3651,2.1533,2.7147,0.2068,0.2607,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2240.500,NULL,2240.5,NULL,NULL,2240.5,NULL,NULL,C0002P;2245.500,NULL,2245.5,NULL,NULL,2245.5,C0002P-111SMW W,CKY000000000006268200,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-12-27T22:40:41Z,NULL,18.6182,8.399,47.3261,28.7079,41.4833,16.8635,22.8651,6.0547,5.9128,8.3682,14.281,8.4645,0.2119,0.0963,22.6532,0.2109,0.2673,2.0102,1.5862,2.7071,0.414,0.7066,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2240.500,NULL,2240.5,NULL,NULL,2240.5,NULL,NULL,C0002P;2245.500,NULL,2245.5,NULL,NULL,2245.5,C0002P-111SMW W,CKY000000000006268300,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-12-27T22:40:41Z,NULL,18.7626,8.4396,48.299,29.5364,43.1351,17.493,24.3725,5.3512,5.2258,8.9683,14.1941,9.0534,0.1873,0.0851,24.1852,0.1812,0.2213,2.0809,1.7039,2.6967,0.3682,0.5827,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2240.500,NULL,2240.5,NULL,NULL,2240.5,NULL,NULL,C0002P;2245.500,NULL,2245.5,NULL,NULL,2245.5,C0002P-111SMW W,CKY000000000006285300,PP,NULL,30,valdez348,">4mm, Handpicked",CKY,2013-12-28T10:53:52Z,NULL,19.1622,8.6304,54.6762,35.514,51.5123,20.4595,32.3501,3.2787,3.2019,11.7769,14.9788,11.8291,0.1148,0.0522,32.2353,0.0923,0.1017,2.371,2.1521,2.7372,0.2138,0.2719,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2250.500,NULL,2250.5,NULL,NULL,2250.5,NULL,NULL,C0002P;2255.500,NULL,2255.5,NULL,NULL,2255.5,C0002P-113SMW W,CKY000000000006269900,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-12-28T01:28:05Z,NULL,19.3092,8.6872,43.36,24.0508,38.7295,15.8719,19.4203,4.7984,4.6859,7.1084,11.7943,7.1847,0.1679,0.0763,19.2524,0.1995,0.2492,2.0392,1.6323,2.7084,0.3973,0.6592,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2250.500,NULL,2250.5,NULL,NULL,2250.5,NULL,NULL,C0002P;2255.500,NULL,2255.5,NULL,NULL,2255.5,C0002P-113SMW W,CKY000000000006270100,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-12-28T01:28:05Z,NULL,18.7022,8.4494,47.0477,28.3455,42.8498,17.2615,24.1476,4.3502,4.2482,8.7429,12.9911,8.8121,0.1523,0.0692,23.9953,0.1535,0.1813,2.1819,1.8471,2.7445,0.327,0.4859,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2250.500,NULL,2250.5,NULL,NULL,2250.5,NULL,NULL,C0002P;2255.500,NULL,2255.5,NULL,NULL,2255.5,C0002P-113SMW W,CKY000000000006285200,PP,NULL,30,henry348,">4mm, Handpicked shared w 348PHCT",CKY,2014-01-07T10:07:02Z,NULL,18.971,8.5529,48.8537,29.8827,46.2456,18.6385,27.2746,2.7027,2.6394,10.0426,12.682,10.0856,0.0946,0.043,27.18,0.0904,0.0994,2.3563,2.1432,2.7065,0.2081,0.2628,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2260.500,NULL,2260.5,NULL,NULL,2260.5,NULL,NULL,C0002P;2265.500,NULL,2265.5,NULL,NULL,2265.5,C0002P-115SMW W,CKY000000000006274000,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-28T04:03:17Z,NULL,18.7333,8.4844,47.5736,28.8403,42.0678,17.0469,23.3345,5.7055,5.5718,8.4717,14.0435,8.5625,0.1997,0.0908,23.1348,0.1978,0.2466,2.0536,1.6474,2.7308,0.3968,0.6577,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2260.500,NULL,2260.5,NULL,NULL,2260.5,NULL,NULL,C0002P;2265.500,NULL,2265.5,NULL,NULL,2265.5,C0002P-115SMW W,CKY000000000006274100,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-28T04:03:17Z,NULL,18.8796,8.491,47.6469,28.7673,43.8272,17.7305,24.9476,3.9582,3.8654,9.1765,13.0419,9.2395,0.1385,0.063,24.8091,0.1376,0.1595,2.2058,1.9023,2.7035,0.2964,0.4212,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2260.500,NULL,2260.5,NULL,NULL,2260.5,NULL,NULL,C0002P;2265.500,NULL,2265.5,NULL,NULL,2265.5,C0002P-115SMW W,CKY000000000006285500,PP,NULL,30,valdez348,">4mm, Handpicked",CKY,2013-12-28T10:53:52Z,NULL,18.7017,8.3914,56.8966,38.1949,53.3371,21.2592,34.6354,3.6886,3.6021,12.8091,16.4112,12.8678,0.1291,0.0587,34.5063,0.0966,0.1069,2.3274,2.1026,2.6939,0.2195,0.2812,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2265.500,NULL,2265.5,NULL,NULL,2265.5,NULL,NULL,C0002P;2275.500,NULL,2275.5,NULL,NULL,2275.5,C0002P-340SMW W,CKY000000000006492100,PP,NULL,30,yabukit,>4mm handpicked PP washed. shared w/ 348JSCT,CKY,2014-01-21T06:55:29Z,NULL,18.1493,8.1879,53.5085,35.3592,50.6081,20.2662,32.4588,3.0056,2.9352,12.0305,14.9657,12.0783,0.1052,0.0478,32.3536,0.085,0.0929,2.3627,2.1619,2.6893,0.1961,0.244,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2265.500,NULL,2265.5,NULL,NULL,2265.5,NULL,NULL,C0002P;2275.500,NULL,2275.5,NULL,NULL,2275.5,C0002P-340SMW W,CKY000000000006493000,PP,NULL,30,valdez348,"1-4 mm bulk, PP washed ",CKY,2014-01-04T11:27:38Z,NULL,18.7918,8.5026,49.836,31.0442,45.2206,18.2748,26.4288,4.7828,4.6707,9.6961,14.3668,9.7722,0.1674,0.0761,26.2614,0.1541,0.1821,2.1608,1.8279,2.7084,0.3251,0.4817,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2265.500,NULL,2265.5,NULL,NULL,2265.5,NULL,NULL,C0002P;2275.500,NULL,2275.5,NULL,NULL,2275.5,C0002P-340SMW W,CKY000000000006493100,PP,NULL,30,yabukit,">4 mm bulk, PP washed. shared with 348JSCT",CKY,2014-01-21T05:28:38Z,NULL,18.15,8.1814,50.1613,32.0113,47.15,18.9608,29,3.1205,3.0474,10.7298,13.7772,10.7794,0.1092,0.0496,28.8908,0.0975,0.108,2.3235,2.097,2.6926,0.2212,0.284,takahashik,2014-01-13T11:07:22Z
