Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0022B-7H-9, 35.0 cm",NULL,75.107,75.905,75.107,75.905,"C0022B-7H-9, 37.0 cm",NULL,75.125,75.925,75.125,75.925,"C0022B-7H-9 W, 35.0--37.0 cm",CKY000000000001617010,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T01:38:59Z,NULL,18.7192,8.4533,34.8229,16.1037,29.7425,12.5571,11.0233,5.2647,5.1413,4.02,9.1613,4.1038,0.1843,0.0838,10.839,0.3269,0.4857,1.7578,1.1831,2.6963,0.5612,1.2789,fuway,2013-01-12T02:19:31Z
"C0022B-7H-9, 79.0 cm",NULL,75.508,76.345,75.508,76.345,"C0022B-7H-9, 81.0 cm",NULL,75.526,76.365,75.526,76.365,"C0022B-7H-9 W, 79.0--81.0 cm",CKY000000000001617110,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T01:38:59Z,NULL,18.3595,8.2796,39.5804,21.2209,33.4513,13.944,15.0918,6.3514,6.2025,5.5634,11.7659,5.6644,0.2223,0.101,14.8695,0.2993,0.4271,1.8036,1.2638,2.6727,0.5272,1.1149,fuway,2013-01-12T02:19:31Z
"C0022B-8H-1, 20.0 cm",NULL,76.679,76.7,76.679,76.7,"C0022B-8H-1, 22.0 cm",NULL,76.697,76.72,76.697,76.72,"C0022B-8H-1 W, 20.0--22.0 cm",CKY000000000001622510,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T06:10:53Z,NULL,18.9638,8.5188,35.3182,16.3544,30.2797,12.7736,11.3159,5.2212,5.0988,4.1718,9.2706,4.2548,0.1827,0.083,11.1332,0.3193,0.469,1.7641,1.2009,2.6687,0.55,1.2222,fuway,2013-01-12T02:19:31Z
"C0022B-8H-2, 1.0 cm",NULL,77.298,77.39,77.298,77.39,"C0022B-8H-2, 3.0 cm",NULL,77.316,77.41,77.316,77.41,"C0022B-8H-2 W, 1.0--3.0 cm",CKY000000000001622610,PP,NULL,8,skarbek338,SAND,CKY,2013-01-02T06:10:53Z,sand,18.2062,8.1985,28.7696,10.5634,25.891,11.2866,7.6848,2.983,2.9131,3.0406,5.9537,3.0881,0.1044,0.0475,7.5804,0.2824,0.3935,1.7743,1.2732,2.4931,0.4893,0.9581,fuway,2013-01-12T02:19:31Z
"C0022B-8H-2, 49.0 cm",NULL,77.728,77.87,77.728,77.87,"C0022B-8H-2, 51.0 cm",NULL,77.746,77.89,77.746,77.89,"C0022B-8H-2 W, 49.0--51.0 cm",CKY000000000001622710,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T06:10:53Z,NULL,19.1081,8.6128,35.9279,16.8198,30.8274,12.979,11.7193,5.2855,5.1616,4.2821,9.4437,4.3662,0.185,0.0841,11.5343,0.3142,0.4582,1.7811,1.2214,2.6936,0.5466,1.2054,fuway,2013-01-12T02:19:31Z
"C0022B-8H-4, 77.0 cm",NULL,78.831,79.1,78.831,79.1,"C0022B-8H-4, 79.0 cm",NULL,78.849,79.12,78.849,79.12,"C0022B-8H-4 W, 77.0--79.0 cm",CKY000000000001622810,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T06:10:53Z,NULL,19.0215,8.5802,33.8588,14.8373,29.0734,12.2985,10.0519,4.959,4.8428,3.6394,8.4822,3.7183,0.1736,0.0789,9.8783,0.3342,0.502,1.7492,1.1646,2.7143,0.5709,1.3307,fuway,2013-01-12T02:19:31Z
"C0022B-8H-4, 130.0 cm",NULL,79.306,79.63,79.306,79.63,"C0022B-8H-4, 132.0 cm",NULL,79.324,79.65,79.324,79.65,"C0022B-8H-4 W, 130.0--132.0 cm",CKY000000000001622910,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T06:10:53Z,NULL,18.8994,8.4459,31.7816,12.8822,27.4886,11.6707,8.5892,4.4487,4.3444,3.154,7.4984,3.2248,0.1557,0.0708,8.4335,0.3453,0.5275,1.718,1.1247,2.6739,0.5794,1.3774,fuway,2013-01-12T02:19:31Z
"C0022B-8H-5, 22.0 cm",NULL,79.628,79.99,79.628,79.99,"C0022B-8H-5, 24.0 cm",NULL,79.646,80.01,79.646,80.01,"C0022B-8H-5 W, 22.0--24.0 cm",CKY000000000001623310,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T07:10:07Z,NULL,18.5824,8.3601,35.8219,17.2395,30.3168,12.7528,11.7344,5.7048,5.5711,4.3019,9.873,4.3927,0.1997,0.0908,11.5347,0.3309,0.4946,1.7461,1.1683,2.6813,0.5643,1.295,fuway,2013-01-12T02:19:31Z
"C0022B-8H-5, 100.0 cm",NULL,80.328,80.77,80.328,80.77,"C0022B-8H-5, 102.0 cm",NULL,80.345,80.79,80.345,80.79,"C0022B-8H-5 W, 100.0--102.0 cm",CKY000000000001623410,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T07:10:07Z,NULL,18.8494,8.5062,35.4255,16.5761,30.1981,12.7609,11.3487,5.417,5.29,4.1685,9.4585,4.2547,0.1896,0.0862,11.1591,0.3268,0.4854,1.7525,1.1798,2.677,0.5593,1.269,fuway,2013-01-12T02:19:31Z
"C0022B-8H-6, 33.0 cm",NULL,81.004,81.525,81.004,81.525,"C0022B-8H-6, 35.0 cm",NULL,81.022,81.545,81.022,81.545,"C0022B-8H-6 W, 33.0--35.0 cm",CKY000000000001623510,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T07:10:07Z,NULL,18.7987,8.455,32.3726,13.5739,28.4548,12.0359,9.6561,4.0599,3.9647,3.5163,7.481,3.5809,0.1421,0.0646,9.514,0.2991,0.4267,1.8144,1.2718,2.7057,0.53,1.1275,fuway,2013-01-12T02:19:31Z
"C0022B-8H-6, 113.0 cm",NULL,81.721,82.325,81.721,82.325,"C0022B-8H-6, 115.0 cm",NULL,81.739,82.345,81.739,82.345,"C0022B-8H-6 W, 113.0--115.0 cm",CKY000000000001623610,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T07:10:07Z,NULL,18.6434,8.3787,33.6902,15.0468,29.9079,12.5846,11.2645,3.9195,3.8276,4.1435,7.9711,4.2059,0.1372,0.0624,11.1273,0.2605,0.3522,1.8877,1.396,2.6855,0.4802,0.9238,fuway,2013-01-12T02:19:31Z
"C0022B-8H-7, 35.0 cm",NULL,82.304,82.975,82.304,82.975,"C0022B-8H-7, 37.0 cm",NULL,82.322,82.995,82.322,82.995,"C0022B-8H-7 W, 35.0--37.0 cm",CKY000000000001623710,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T07:10:07Z,NULL,18.0522,8.2019,32.1142,14.062,28.8049,12.2774,10.7527,3.4293,3.3489,4.021,7.3699,4.0755,0.12,0.0545,10.6327,0.2439,0.3225,1.908,1.4427,2.6443,0.4544,0.8329,fuway,2013-01-12T02:19:31Z
"C0022B-8H-7, 117.0 cm",NULL,83.039,83.795,83.039,83.795,"C0022B-8H-7, 119.0 cm",NULL,83.057,83.815,83.057,83.815,"C0022B-8H-7 W, 117.0--119.0 cm",CKY000000000001623810,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T07:10:07Z,NULL,18.6888,8.4642,37.6094,18.9206,32.4882,13.5453,13.7994,5.3069,5.1825,4.9967,10.1792,5.0811,0.1857,0.0844,13.6137,0.2805,0.3898,1.8588,1.3374,2.7245,0.5091,1.0372,fuway,2013-01-12T02:19:31Z
"C0022B-8H-8, 55.0 cm",NULL,83.765,84.605,83.765,84.605,"C0022B-8H-8, 57.0 cm",NULL,83.783,84.625,83.783,84.625,"C0022B-8H-8 W, 55.0--57.0 cm",CKY000000000001623910,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T07:10:07Z,NULL,18.8831,8.5146,35.5965,16.7134,31.0303,13.073,12.1472,4.7318,4.6209,4.4831,9.104,4.5584,0.1656,0.0753,11.9816,0.2831,0.3949,1.8358,1.3161,2.6726,0.5076,1.0307,fuway,2013-01-12T02:19:31Z
"C0022B-8H-CC, 17.0 cm",NULL,84.339,85.245,84.339,85.245,"C0022B-8H-CC, 19.0 cm",NULL,84.357,85.265,84.357,85.265,"C0022B-8H-CC WR, 17.0--19.0 cm",CKY000000000001612410,PP,NULL,6,kitajima338,NULL,CKY,2013-01-01T23:58:27Z,NULL,18.7,8.4494,30.1467,11.4467,26.9557,11.4534,8.2557,3.3067,3.2292,2.9514,6.1806,3.004,0.1157,0.0526,8.14,0.2889,0.4062,1.852,1.317,2.758,0.5225,1.0941,fuway,2013-01-12T02:19:31Z
"C0022B-9T-3, 1.0 cm",NULL,84.998,85.04,84.998,85.04,"C0022B-9T-3, 3.0 cm",NULL,85.017,85.06,85.017,85.06,"C0022B-9T-3 W, 1.0--3.0 cm",CKY000000000001628010,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T08:16:37Z,sand,18.1205,8.1758,32.5118,14.3913,28.6357,12.0816,10.5152,4.0167,3.9226,3.8419,7.7645,3.9058,0.1406,0.0639,10.3746,0.2791,0.3872,1.8535,1.3362,2.7004,0.5052,1.021,fuway,2013-01-12T02:19:31Z
"C0022B-9T-3, 71.0 cm",NULL,85.644,85.74,85.644,85.74,"C0022B-9T-3, 73.0 cm",NULL,85.662,85.76,85.662,85.76,"C0022B-9T-3 W, 71.0--73.0 cm",CKY000000000001628110,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T08:16:37Z,NULL,18.7806,8.458,35.0508,16.2702,30.1896,12.7609,11.409,5.0375,4.9194,4.2228,9.1422,4.3029,0.1763,0.0801,11.2327,0.3096,0.4485,1.7797,1.2287,2.66,0.5381,1.165,fuway,2013-01-12T02:19:31Z
"C0022B-9T-4, 28.0 cm",NULL,86.543,86.715,86.543,86.715,"C0022B-9T-4, 30.0 cm",NULL,86.562,86.735,86.562,86.735,"C0022B-9T-4 W, 28.0--30.0 cm",CKY000000000001628210,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T08:16:37Z,NULL,18.3714,8.2681,38.1088,19.7374,31.1059,13.0837,12.7345,7.2569,7.0868,4.7001,11.7869,4.8156,0.254,0.1155,12.4805,0.3677,0.5815,1.6745,1.0588,2.6554,0.6012,1.5078,fuway,2013-01-12T02:19:31Z
"C0022B-9T-4, 114.0 cm",NULL,87.337,87.575,87.337,87.575,"C0022B-9T-4, 116.0 cm",NULL,87.355,87.595,87.355,87.595,"C0022B-9T-4 W, 114.0--116.0 cm",CKY000000000001628310,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T08:16:37Z,NULL,18.8613,8.4469,36.1981,17.3368,30.4345,12.8039,11.5732,5.9726,5.8326,4.262,10.0946,4.357,0.209,0.095,11.3642,0.3445,0.5256,1.7174,1.1258,2.6664,0.5778,1.3685,fuway,2013-01-12T02:19:31Z
"C0022B-9T-5, 27.0 cm",NULL,87.826,88.105,87.826,88.105,"C0022B-9T-5, 29.0 cm",NULL,87.844,88.125,87.844,88.125,"C0022B-9T-5 W, 27.0--29.0 cm",CKY000000000001628410,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T08:16:37Z,NULL,18.8901,8.4597,35.5742,16.6841,30.012,12.6732,11.1219,5.7639,5.6288,4.1218,9.7506,4.2135,0.2017,0.0917,10.9202,0.3455,0.5278,1.7111,1.12,2.6494,0.5773,1.3656,fuway,2013-01-12T02:19:31Z
"C0022B-9T-5, 77.0 cm",NULL,88.287,88.605,88.287,88.605,"C0022B-9T-5, 79.0 cm",NULL,88.305,88.625,88.305,88.625,"C0022B-9T-5 W, 77.0--79.0 cm",CKY000000000001628510,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T08:16:37Z,NULL,18.1728,8.2331,30.997,12.8242,26.7709,11.4946,8.5981,4.3794,4.2768,3.1918,7.4686,3.2615,0.1533,0.0697,8.4448,0.3415,0.5186,1.7171,1.1307,2.6458,0.5726,1.3399,fuway,2013-01-12T02:19:31Z
"C0022B-9T-6, 27.0 cm",NULL,88.753,89.11,88.753,89.11,"C0022B-9T-6, 29.0 cm",NULL,88.771,89.13,88.771,89.13,"C0022B-9T-6 W, 27.0--29.0 cm",CKY000000000001628610,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T08:16:37Z,NULL,18.87,8.4755,33.6974,14.8274,28.5232,12.1211,9.6532,5.3619,5.2362,3.5603,8.7965,3.6456,0.1877,0.0853,9.4655,0.3616,0.5665,1.6856,1.0761,2.6586,0.5953,1.4707,fuway,2013-01-12T02:19:31Z
"C0022B-10T-1, 55.0 cm",NULL,90.003,90.05,90.003,90.05,"C0022B-10T-1, 57.0 cm",NULL,90.021,90.07,90.021,90.07,"C0022B-10T-1 W, 55.0--57.0 cm",CKY000000000001637910,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T11:36:17Z,NULL,18.2016,8.1894,31.6651,13.4635,26.6497,11.4082,8.4481,5.1973,5.0755,3.1361,8.2116,3.2188,0.1819,0.0827,8.2662,0.386,0.6287,1.6396,1.0066,2.6358,0.6181,1.6184,fuway,2013-01-12T02:19:31Z
"C0022B-10T-3, 0.0 cm",NULL,90.46,90.55,90.46,90.55,"C0022B-10T-3, 2.0 cm",NULL,90.478,90.57,90.478,90.57,"C0022B-10T-3 W, 0.0--2.0 cm",CKY000000000001638010,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T11:36:17Z,NULL,18.1659,8.1714,38.1152,19.9493,31.5727,13.2529,13.4068,6.7798,6.6209,4.9736,11.5945,5.0815,0.2373,0.1079,13.1695,0.3399,0.5148,1.7206,1.1358,2.6479,0.571,1.3312,fuway,2013-01-12T02:19:31Z
"C0022B-10T-3, 39.0 cm",NULL,90.816,90.94,90.816,90.94,"C0022B-10T-3, 41.0 cm",NULL,90.835,90.96,90.835,90.96,"C0022B-10T-3 W, 39.0--41.0 cm",CKY000000000001638110,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T11:36:17Z,NULL,18.9577,8.5597,33.0932,14.1355,28.7607,12.257,9.803,4.4896,4.3844,3.6259,8.0103,3.6973,0.1571,0.0714,9.6459,0.3176,0.4654,1.7647,1.2042,2.6603,0.5473,1.2092,fuway,2013-01-12T02:19:31Z
"C0022B-10T-4, 37.0 cm",NULL,92.082,92.325,92.082,92.325,"C0022B-10T-4, 39.0 cm",NULL,92.101,92.345,92.101,92.345,"C0022B-10T-4 W, 37.0--39.0 cm",CKY000000000001638210,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T11:36:17Z,NULL,18.7228,8.4546,40.3398,21.617,33.7399,14.0834,15.0171,6.8393,6.679,5.52,12.199,5.6288,0.2394,0.1088,14.7777,0.3164,0.4628,1.772,1.2114,2.6771,0.5475,1.21,fuway,2013-01-12T02:19:31Z
"C0022B-10T-4, 110.0 cm",NULL,92.75,93.055,92.75,93.055,"C0022B-10T-4, 112.0 cm",NULL,92.768,93.075,92.768,93.075,"C0022B-10T-4 W, 110.0--112.0 cm",CKY000000000001638310,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T11:36:17Z,NULL,19.0124,8.5907,34.2657,15.2533,30.5167,12.8687,11.5043,3.885,3.7939,4.2162,8.0101,4.278,0.136,0.0618,11.3683,0.2547,0.3417,1.9043,1.4192,2.6963,0.4736,0.8998,fuway,2013-01-12T02:19:31Z
"C0022B-10T-5, 79.0 cm",NULL,93.751,94.15,93.751,94.15,"C0022B-10T-5, 81.0 cm",NULL,93.769,94.17,93.769,94.17,"C0022B-10T-5 W, 79.0--81.0 cm",CKY000000000001833210,PP,NULL,8,esteban338,NULL,CKY,2013-01-09T03:24:21Z,NULL,18.15,8.1133,31.932,13.782,27.7949,11.7431,9.6449,4.2872,4.1867,3.5616,7.7483,3.6298,0.1501,0.0682,9.4948,0.3111,0.4515,1.7787,1.2254,2.6659,0.5403,1.1755,fuway,2013-01-12T02:19:31Z
"C0022B-12X-1, 10.0 cm",NULL,99.565,99.6,99.565,99.6,"C0022B-12X-1, 12.0 cm",NULL,99.578,99.62,99.578,99.62,"C0022B-12X-1 W, 10.0--12.0 cm",CKY000000000001642910,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T13:43:58Z,NULL,18.7643,8.4927,33.0018,14.2375,27.5384,11.7245,8.7741,5.6616,5.5289,3.1417,8.6706,3.2318,0.1982,0.0901,8.5759,0.3977,0.6602,1.642,0.9891,2.7297,0.6377,1.7598,fuway,2013-01-12T02:19:31Z
"C0022B-12X-1, 100.0 cm",NULL,100.147,100.5,100.147,100.5,"C0022B-12X-1, 102.0 cm",NULL,100.16,100.52,100.16,100.52,"C0022B-12X-1 W, 100.0--102.0 cm",CKY000000000001643010,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T13:43:58Z,NULL,18.2922,8.1766,33.5992,15.307,28.38,11.9799,10.0878,5.4085,5.2817,3.7173,8.999,3.8033,0.1893,0.086,9.8985,0.3533,0.5464,1.701,1.1,2.6628,0.5869,1.4208,fuway,2013-01-12T02:19:31Z
"C0022B-12X-2, 10.0 cm",NULL,100.474,101.005,100.474,101.005,"C0022B-12X-2, 14.0 cm",NULL,100.5,101.045,100.5,101.045,"C0022B-12X-2 W, 10.0--14.0 cm",CKY000000000001643110,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T13:43:58Z,NULL,18.9699,8.5299,30.9976,12.0277,26.8794,11.5234,7.9095,4.2676,4.1676,2.9256,7.0932,2.9935,0.1494,0.0679,7.7601,0.3548,0.5499,1.6957,1.094,2.6525,0.5875,1.4245,fuway,2013-01-12T02:19:31Z
"C0022B-12X-2, 67.0 cm",NULL,100.843,101.575,100.843,101.575,"C0022B-12X-2, 69.0 cm",NULL,100.856,101.595,100.856,101.595,"C0022B-12X-2 W, 67.0--69.0 cm",CKY000000000001645310,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T13:47:21Z,NULL,18.7733,8.4024,37.0932,18.3199,30.9175,13.0106,12.1442,6.3997,6.2497,4.5064,10.7561,4.6082,0.224,0.1018,11.9202,0.3493,0.5369,1.7032,1.1082,2.6452,0.581,1.3868,fuway,2013-01-12T02:19:31Z
"C0022B-12X-3, 35.0 cm",NULL,101.403,102.44,101.403,102.44,"C0022B-12X-3, 37.0 cm",NULL,101.416,102.46,101.416,102.46,"C0022B-12X-3 W, 35.0--37.0 cm",CKY000000000001643910,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T13:43:58Z,NULL,18.8473,8.4582,35.0067,16.1594,29.3123,12.4187,10.465,5.9009,5.7626,3.8666,9.6292,3.9605,0.2065,0.0939,10.2585,0.3652,0.5752,1.6782,1.0654,2.6531,0.5985,1.4904,fuway,2013-01-12T02:19:31Z
"C0022B-12X-4, 10.0 cm",NULL,101.655,102.83,101.655,102.83,"C0022B-12X-4, 12.0 cm",NULL,101.668,102.85,101.668,102.85,"C0022B-12X-4 W, 10.0--12.0 cm",CKY000000000001644010,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T13:43:58Z,NULL,18.9025,8.5224,35.7523,16.8498,29.9013,12.9972,10.9988,6.0632,5.9211,4.3783,10.2994,4.4748,0.2122,0.0965,10.7866,0.3598,0.5621,1.636,1.0473,2.4637,0.5749,1.3524,fuway,2013-01-12T02:19:31Z
"C0022B-12X-4, 100.0 cm",NULL,102.238,103.73,102.238,103.73,"C0022B-12X-4, 102.0 cm",NULL,102.251,103.75,102.251,103.75,"C0022B-12X-4 W, 100.0--102.0 cm",CKY000000000001644110,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T13:43:58Z,NULL,18.8323,8.4614,36.4889,17.6566,30.9815,12.984,12.1492,5.7072,5.5734,4.4318,10.0052,4.5226,0.1998,0.0908,11.9494,0.3232,0.4776,1.7647,1.1943,2.6963,0.5571,1.2576,fuway,2013-01-12T02:19:31Z
"C0022B-12X-5, 12.0 cm",NULL,102.594,104.28,102.594,104.28,"C0022B-12X-5, 14.0 cm",NULL,102.607,104.3,102.607,104.3,"C0022B-12X-5 W, 12.0--14.0 cm",CKY000000000001644210,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T13:43:58Z,NULL,18.8382,8.4602,37.636,18.7978,32.013,13.3509,13.1748,5.8269,5.6903,4.798,10.4883,4.8907,0.2039,0.0927,12.9709,0.31,0.4492,1.7923,1.2367,2.7034,0.5425,1.186,fuway,2013-01-12T02:19:31Z
"C0022B-12X-5, 135.0 cm",NULL,103.39,105.51,103.39,105.51,"C0022B-12X-5, 139.0 cm",NULL,103.416,105.55,103.416,105.55,"C0022B-12X-5 W, 135.0--139.0 cm",CKY000000000001644310,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T13:43:58Z,NULL,18.6153,8.3548,33.34,14.7247,28.8031,12.2128,10.1878,4.7015,4.5913,3.7832,8.3745,3.858,0.1646,0.0748,10.0232,0.3193,0.4691,1.7583,1.1969,2.6494,0.5482,1.2136,fuway,2013-01-12T02:19:31Z
"C0022B-12X-6, 20.0 cm",NULL,103.555,105.765,103.555,105.765,"C0022B-12X-6, 22.0 cm",NULL,103.568,105.785,103.568,105.785,"C0022B-12X-6 W, 20.0--22.0 cm",CKY000000000001645110,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T13:43:58Z,NULL,18.2469,8.2111,39.4306,21.1837,32.9776,13.7732,14.7307,6.687,6.5303,5.4557,11.986,5.5621,0.234,0.1064,14.4967,0.3157,0.4613,1.7674,1.2095,2.6572,0.5448,1.197,fuway,2013-01-12T02:19:31Z
"C0022B-12X-6, 106.0 cm",NULL,104.112,106.625,104.112,106.625,"C0022B-12X-6, 108.0 cm",NULL,104.125,106.645,104.125,106.645,"C0022B-12X-6 W, 106.0--108.0 cm",CKY000000000001645210,PP,NULL,8,skarbek338,NULL,CKY,2013-01-02T13:43:58Z,NULL,19.0536,8.5303,38.1106,19.057,32.1505,13.5377,13.0969,6.1763,6.0315,4.9091,10.9406,5.0074,0.2162,0.0983,12.8807,0.3241,0.4795,1.7419,1.1773,2.6238,0.5513,1.2286,fuway,2013-01-12T02:19:31Z
"C0022B-13X-1, 26.0 cm",NULL,104.683,104.76,104.683,104.76,"C0022B-13X-1, 29.0 cm",NULL,104.704,104.79,104.704,104.79,"C0022B-13X-1 W, 26.0--29.0 cm",CKY000000000001659910,PP,NULL,8,fabbri338,NULL,CKY,2013-01-02T22:20:46Z,NULL,18.2438,8.2284,32.5188,14.275,27.5133,11.6518,9.2695,5.187,5.0654,3.3409,8.4063,3.4234,0.1815,0.0825,9.088,0.3634,0.5708,1.6981,1.0811,2.7202,0.6026,1.5162,fuway,2013-01-12T02:19:31Z
"C0022B-13X-1, 120.0 cm",NULL,105.346,105.7,105.346,105.7,"C0022B-13X-1, 122.5 cm",NULL,105.363,105.725,105.363,105.725,"C0022B-13X-1 W, 120.0--122.5 cm",CKY000000000001660410,PP,NULL,8,fabbri338,NULL,CKY,2013-01-02T22:33:55Z,NULL,18.6561,8.3679,36.7387,18.0826,30.749,12.9034,12.0929,6.2069,6.0614,4.4368,10.4982,4.5355,0.2172,0.0987,11.8757,0.3433,0.5227,1.7224,1.1312,2.6766,0.5774,1.3662,fuway,2013-01-12T02:19:31Z
"C0022B-13X-2, 57.0 cm",NULL,105.888,106.47,105.888,106.47,"C0022B-13X-2, 59.0 cm",NULL,105.902,106.49,105.902,106.49,"C0022B-13X-2 W, 57.0--59.0 cm",CKY000000000001660510,PP,NULL,8,fabbri338,NULL,CKY,2013-01-02T22:33:55Z,NULL,18.7033,8.467,37.841,19.1377,31.4442,13.15,12.7409,6.6288,6.4734,4.5775,11.0509,4.683,0.232,0.1055,12.5089,0.3464,0.5299,1.7318,1.1319,2.7327,0.5858,1.4142,fuway,2013-01-12T02:19:31Z
"C0022B-13X-3, 35.5 cm",NULL,106.294,107.045,106.294,107.045,"C0022B-13X-3, 37.5 cm",NULL,106.308,107.065,106.308,107.065,"C0022B-13X-3 W, 35.5--37.5 cm",CKY000000000001660610,PP,NULL,8,fabbri338,NULL,CKY,2013-01-02T22:33:55Z,NULL,18.9218,8.5442,34.1795,15.2577,29.2267,12.365,10.3049,5.1324,5.0121,3.7392,8.7513,3.8208,0.1796,0.0816,10.1253,0.3364,0.5069,1.7435,1.157,2.7079,0.5727,1.3404,fuway,2013-01-12T02:19:31Z
"C0022B-13X-3, 129.0 cm",NULL,106.952,107.98,106.952,107.98,"C0022B-13X-3, 131.0 cm",NULL,106.967,108,106.967,108,"C0022B-13X-3 W, 129.0--131.0 cm",CKY000000000001660710,PP,NULL,8,fabbri338,NULL,CKY,2013-01-02T22:33:55Z,NULL,18.8541,8.5222,32.0783,13.2242,27.7255,11.7762,8.8714,4.5107,4.405,3.1822,7.5872,3.254,0.1579,0.0718,8.7135,0.3411,0.5177,1.743,1.1484,2.7382,0.5806,1.3843,fuway,2013-01-12T02:19:31Z
"C0022B-13X-4, 9.0 cm",NULL,107.108,108.2,107.108,108.2,"C0022B-13X-4, 11.0 cm",NULL,107.122,108.22,107.122,108.22,"C0022B-13X-4 W, 9.0--11.0 cm",CKY000000000001660810,PP,NULL,8,fabbri338,NULL,CKY,2013-01-02T22:33:55Z,NULL,18.7915,8.4548,30.8999,12.1084,26.8908,11.4642,8.0993,4.1545,4.0571,2.9433,7.0004,3.0094,0.1454,0.0661,7.9539,0.3431,0.5223,1.7297,1.1362,2.7024,0.5796,1.3784,fuway,2013-01-12T02:19:31Z
"C0022B-13X-5, 20.5 cm",NULL,107.851,109.255,107.851,109.255,"C0022B-13X-5, 22.5 cm",NULL,107.865,109.275,107.865,109.275,"C0022B-13X-5 W, 20.5--22.5 cm",CKY000000000001660910,PP,NULL,8,fabbri338,NULL,CKY,2013-01-02T22:33:55Z,NULL,18.6765,8.4511,29.7275,11.051,26.1415,11.1103,7.465,3.7161,3.629,2.6001,6.2291,2.6592,0.1301,0.0591,7.3349,0.3363,0.5066,1.7741,1.1775,2.821,0.5826,1.3957,fuway,2013-01-12T02:19:31Z
