"Exp","Site","Hole","Core","Type","Sect","A/W","Top offset on section (cm)","Bot offset on section (cm)","Top depth CSF-A (m)","Top depth CSF-B (m)","Inorganic carbon (wt%)","Calcium carbonate (wt%)","Total carbon (wt%)","Hydrogen (wt%)","Nitrogen (wt%)","Sulfur (wt%)","Organic carbon (wt%), CHNS with treated sample (wt%)","Organic carbon (wt%) by difference (CHNS-COUL)","Sample treatment method (CHNS organic carbon)","Comments",
"320","U1334","A","19","H","1","W","65.0","66.0","170.350","170.350","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","19","H","2","","65.0","66.0","171.770","171.770","10.462","87.148","","","","","","","","",
"320","U1334","A","19","H","3","","65.0","66.0","173.270","173.270","10.986","91.513","","","","","","","","",
"320","U1334","A","19","H","4","","65.0","66.0","174.770","174.770","10.351","86.224","","","","","","","","",
"320","U1334","A","19","H","5","","65.0","66.0","176.270","176.270","10.613","88.406","","","","","","","","",
"320","U1334","A","19","H","6","","65.0","66.0","177.770","177.770","10.684","88.998","","","","","","","","",
"320","U1334","A","20","H","1","W","65.0","67.0","179.850","179.850","10.241","85.308","11.0530","0.00","0.00","0.00","0.04","0.81","Acidification","",
"320","U1334","A","20","H","1","W","65.0","67.0","179.850","179.850","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","20","H","2","W","65.0","66.0","181.350","181.350","10.318","85.949","","","","","","","","",
"320","U1334","A","20","H","3","W","65.0","66.0","182.850","182.850","10.311","85.891","","","","","","","","",
"320","U1334","A","20","H","4","W","65.0","66.0","184.350","184.350","10.217","85.108","","","","","","","","",
"320","U1334","A","20","H","5","W","65.0","66.0","185.850","185.850","10.706","89.181","","","","","","","","",
"320","U1334","A","20","H","6","W","65.0","66.0","187.350","187.350","10.823","90.156","","","","","","","","",
"320","U1334","A","20","H","7","W","20.0","21.0","188.200","188.200","10.619","88.456","","","","","","","","",
"320","U1334","A","21","H","1","W","64.0","65.0","189.340","189.320","11.040","91.963","11.1340","0.00","0.00","0.00","0.03","0.09","Acidification","",
"320","U1334","A","21","H","1","W","64.0","65.0","189.340","189.320","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","21","H","2","W","64.0","65.0","190.840","190.770","10.541","87.807","","","","","","","","",
"320","U1334","A","21","H","3","W","64.0","65.0","192.340","192.220","10.735","89.423","","","","","","","","",
"320","U1334","A","21","H","4","W","64.0","65.0","193.840","193.670","11.455","95.420","","","","","","","","",
"320","U1334","A","21","H","5","W","64.0","65.0","195.340","195.120","10.538","87.782","","","","","","","","",
"320","U1334","A","21","H","6","W","64.0","65.0","196.840","196.570","10.611","88.390","","","","","","","","",
"320","U1334","A","21","H","7","W","9.0","10.0","197.790","197.490","10.910","90.880","","","","","","","","",
"320","U1334","A","22","H","2","W","70.0","71.0","200.400","200.400","10.693","89.073","11.7100","0.00","0.0300","0.00","0.04","1.02","Acidification","",
"320","U1334","A","22","H","2","W","70.0","71.0","200.400","200.400","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","22","H","3","W","65.0","66.0","201.850","201.850","10.584","88.165","","","","","","","","",
"320","U1334","A","22","H","4","W","65.0","66.0","203.350","203.340","11.059","92.121","","","","","","","","",
"320","U1334","A","22","H","5","W","65.0","66.0","204.850","204.840","10.984","91.497","","","","","","","","",
"320","U1334","A","22","H","6","W","65.0","66.0","206.350","206.340","8.998","74.953","","","","","","","","",
"320","U1334","A","23","X","1","W","65.0","66.0","207.550","207.430","10.045","83.675","","","","","","","","",
"320","U1334","A","23","X","2","W","65.0","66.0","209.050","208.650","9.242","76.986","10.1500","0.00","0.0200","0.00","0.03","0.91","Acidification","",
"320","U1334","A","23","X","2","W","65.0","66.0","209.050","208.650","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","23","X","3","W","65.0","66.0","210.550","209.880","9.312","77.569","","","","","","","","",
"320","U1334","A","23","X","4","W","65.0","66.0","212.050","211.100","9.574","79.751","","","","","","","","",
"320","U1334","A","23","X","5","W","65.0","66.0","213.550","212.320","10.189","84.874","","","","","","","","",
"320","U1334","A","24","X","1","W","54.0","55.0","215.040","215.030","10.133","84.408","10.4190","0.00","0.00","0.00","0.04","0.29","Acidification","",
"320","U1334","A","24","X","1","W","54.0","55.0","215.040","215.030","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","23","X","6","W","65.0","66.0","215.050","213.550","10.254","85.416","","","","","","","","",
"320","U1334","A","24","X","2","W","45.0","46.0","216.450","216.410","9.679","80.626","","","","","","","","",
"320","U1334","A","24","X","3","W","37.0","38.0","217.870","217.810","9.258","77.119","","","","","","","","",
"320","U1334","A","24","X","4","W","40.0","41.0","219.400","219.310","9.175","76.428","","","","","","","","",
"320","U1334","A","24","X","5","W","40.0","41.0","220.900","220.790","10.043","83.658","","","","","","","","",
"320","U1334","A","24","X","6","W","40.0","41.0","222.400","222.260","9.818","81.784","","","","","","","","",
"320","U1334","A","24","X","7","W","20.0","21.0","223.700","223.540","9.855","82.092","","","","","","","","",
"320","U1334","A","25","X","1","W","70.0","71.0","224.800","224.780","7.432","61.909","9.5740","0.00","0.00","0.00","0.04","2.14","Acidification","",
"320","U1334","A","25","X","1","W","70.0","71.0","224.800","224.780","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","25","X","2","W","69.0","70.0","226.290","226.230","8.390","69.889","","","","","","","","",
"320","U1334","A","25","X","3","W","77.0","78.0","227.870","227.780","8.063","67.165","","","","","","","","",
"320","U1334","A","25","X","4","W","67.0","68.0","229.270","229.140","8.091","67.398","","","","","","","","",
"320","U1334","A","25","X","5","W","59.0","60.0","230.690","230.530","8.617","71.780","","","","","","","","",
"320","U1334","A","25","X","6","W","52.0","53.0","232.120","231.930","8.270","68.889","","","","","","","","",
"320","U1334","A","25","X","7","W","21.0","22.0","233.310","233.080","8.811","73.396","","","","","","","","",
"320","U1334","A","26","X","1","W","39.0","40.0","233.990","233.980","7.809","65.049","8.6490","0.00","0.00","0.00","0.03","0.84","Acidification","",
"320","U1334","A","26","X","1","W","39.0","40.0","233.990","233.980","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","26","X","2","W","116.0","117.0","236.260","236.210","9.364","78.002","","","","","","","","",
"320","U1334","A","26","X","3","W","95.0","96.0","237.550","237.470","9.557","79.610","","","","","","","","",
"320","U1334","A","26","X","4","W","89.0","90.0","238.990","238.870","9.313","77.577","","","","","","","","",
"320","U1334","A","26","X","5","W","60.0","61.0","240.200","240.060","8.802","73.321","","","","","","","","",
"320","U1334","A","26","X","6","W","63.0","63.0","241.730","241.560","9.610","80.051","","","","","","","","",
"320","U1334","A","27","X","1","W","119.0","120.0","244.390","244.390","10.164","84.666","","","","","","","","",
"320","U1334","A","27","X","2","W","77.0","78.0","245.470","245.470","7.695","64.099","8.2390","0.00","0.00","0.00","0.04","0.54","Acidification","",
"320","U1334","A","27","X","2","W","77.0","78.0","245.470","245.470","","","","0.00","0.0200","0.00","","","","",
"320","U1334","A","27","X","3","W","90.0","91.0","247.100","247.100","7.501","62.483","","","","","","","","",
"320","U1334","A","27","X","4","W","90.0","91.0","248.100","248.100","6.500","54.145","","","","","","","","",
"320","U1334","A","27","X","5","W","90.0","91.0","249.100","249.100","1.106","9.213","1.9100","0.00","0.00","-21.7100","0.06","0.80","Acidification","",
"320","U1334","A","27","X","5","W","90.0","91.0","249.100","249.100","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","27","X","6","W","9.0","10.0","249.790","249.790","5.946","49.530","","","","","","","","",
"320","U1334","A","27","X","CC","W","41.0","41.0","250.730","250.730","6.005","50.022","","","","","","","","",
"320","U1334","A","28","X","1","W","80.0","81.0","253.600","253.570","6.677","55.619","","","","","","","","",
"320","U1334","A","28","X","2","W","123.0","124.0","255.530","255.440","0.018","0.150","0.6820","0.00","0.00","0.00","0.09","0.66","Acidification","",
"320","U1334","A","28","X","2","W","123.0","124.0","255.530","255.440","","","","0.00","0.00","-20.4600","","","","",
"320","U1334","A","28","X","3","W","56.0","57.0","256.360","256.230","2.064","17.193","","","","","","","","",
"320","U1334","A","28","X","4","W","41.0","42.0","257.710","257.540","4.752","39.584","","","","","","","","",
"320","U1334","A","28","X","5","W","65.0","66.0","259.450","259.210","6.101","50.821","6.7530","0.00","0.00","0.00","0.03","0.65","Acidification","",
"320","U1334","A","28","X","5","W","65.0","66.0","259.450","259.210","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","28","X","6","W","55.0","56.0","260.850","260.560","6.656","55.444","","","","","","","","",
"320","U1334","A","28","X","7","W","19.0","20.0","261.990","261.650","6.513","54.253","","","","","","","","",
"320","U1334","A","29","X","1","W","53.0","55.0","262.930","262.930","7.499","62.467","7.8610","0.00","0.00","0.00","0.03","0.36","Acidification","",
"320","U1334","A","29","X","1","W","53.0","55.0","262.930","262.930","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","29","X","3","","54.0","55.0","264.450","264.450","7.332","61.076","","","","","","","","",
"320","U1334","A","29","X","4","W","84.0","86.0","266.250","266.250","8.317","69.281","","","","","","","","",
"320","U1334","A","29","X","5","W","76.0","78.0","267.670","267.670","4.453","37.093","","","","","","","","",
"320","U1334","A","29","X","6","W","47.0","49.0","268.880","268.880","8.394","69.922","","","","","","","","",
"320","U1334","A","29","X","7","W","70.0","72.0","270.270","270.270","6.506","54.195","","","","","","","","",
"320","U1334","A","29","X","8","W","42.0","44.0","271.500","271.500","7.748","64.541","","","","","","","","",
"320","U1334","A","30","X","1","W","78.0","79.0","272.880","272.880","8.732","72.738","9.5610","0.00","0.00","0.00","0.03","0.83","Acidification","",
"320","U1334","A","30","X","1","W","78.0","79.0","272.880","272.880","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","30","X","2","W","77.0","78.0","274.370","274.370","9.164","76.336","","","","","","","","",
"320","U1334","A","30","X","3","W","83.0","84.0","275.930","275.930","8.607","71.696","","","","","","","","",
"320","U1334","A","30","X","4","W","83.0","84.0","277.430","277.430","7.989","66.548","","","","","","","","",
"320","U1334","A","30","X","5","W","103.0","104.0","279.130","279.130","6.249","52.054","","","","","","","","",
"320","U1334","A","30","X","6","W","46.0","47.0","280.060","280.060","9.504","79.168","","","","","","","","",
"320","U1334","A","30","X","7","W","41.0","42.0","281.010","281.010","8.821","73.479","","","","","","","","",
"320","U1334","A","31","X","1","W","65.0","66.0","282.450","282.450","10.130","84.383","10.6360","0.00","0.00","0.00","0.04","0.51","Acidification","",
"320","U1334","A","31","X","1","W","65.0","66.0","282.450","282.450","","","","0.00","0.00","0.00","","","","",
"320","U1334","A","31","X","2","W","20.0","21.0","283.500","283.500","10.343","86.157","","","","","","","","",
"320","U1335","A","1","H","1","W","105.0","106.0","1.050","1.050","8.250","68.722","0.1060","0.00","0.8000","0.00","8.52","-8.14","Acidification","",
"320","U1335","A","1","H","1","W","105.0","106.0","1.050","1.050","","","","0.00","0.0300","0.4300","","","","",
"320","U1335","A","1","H","2","W","65.0","66.0","2.150","2.150","7.055","58.768","","","","","","","","",
"320","U1335","A","1","H","3","W","65.0","66.0","3.650","3.650","7.173","59.751","","","","","","","","",
"320","U1335","A","1","H","4","W","65.0","66.0","5.150","5.150","8.395","69.930","","","","","","","","",
"320","U1335","A","1","H","5","W","65.0","66.0","6.650","6.650","7.048","58.710","","","","","","","","",
"320","U1335","A","1","H","6","W","65.0","66.0","7.850","7.850","7.490","62.392","","","","","","","","",
"320","U1335","A","2","H","1","","65.0","66.0","9.550","9.520","4.981","41.492","","","","","","","","",
"320","U1335","A","2","H","2","W","65.0","66.0","11.050","10.940","7.439","61.967","","","","","","","","",
"320","U1335","A","2","H","3","","65.0","66.0","12.550","12.370","8.136","67.773","","","","","","","","",
"320","U1335","A","2","H","4","","65.0","66.0","14.050","13.800","9.240","76.969","","","","","","","","",
"320","U1335","A","2","H","5","","65.0","66.0","15.550","15.220","7.464","62.175","","","","","","","","",
"320","U1335","A","2","H","6","","65.0","66.0","17.050","16.640","4.905","40.859","","","","","","","","",
"320","U1335","A","2","H","7","","65.0","66.0","18.550","18.070","2.927","24.382","","","","","","","","",
"320","U1335","A","3","H","1","W","65.0","66.0","19.050","19.030","3.696","30.788","3.9810","0.00","0.0300","0.4700","0.10","0.28","Acidification","",
"320","U1335","A","3","H","1","W","65.0","66.0","19.050","19.030","","","","0.00","0.00","1.2200","","","","",
"320","U1335","A","3","H","2","W","65.0","66.0","20.550","20.490","4.951","41.242","","","","","","","","",
"320","U1335","A","3","H","3","W","65.0","66.0","22.050","21.940","7.341","61.151","","","","","","","","",
"320","U1335","A","3","H","4","W","65.0","66.0","23.550","23.400","7.119","59.301","","","","","","","","",
"320","U1335","A","3","H","5","W","65.0","66.0","25.050","24.860","5.076","42.283","","","","","","","","",
"320","U1335","A","3","H","6","W","65.0","66.0","26.550","26.320","8.288","69.039","","","","","","","","",
"320","U1335","A","3","H","7","W","25.0","26.0","27.650","27.380","7.461","62.150","","","","","","","","",
"320","U1335","A","4","H","1","W","115.0","116.0","29.050","29.000","4.558","37.968","","","","","","","","",
"320","U1335","A","4","H","2","W","64.0","65.0","30.040","29.940","2.706","22.541","","","","","","","","",
"320","U1335","A","4","H","3","W","64.0","65.0","31.540","31.370","7.895","65.765","","","","","","","","",
"320","U1335","A","4","H","4","W","64.0","65.0","33.040","32.810","7.078","58.960","","","","","","","","",
"320","U1335","A","4","H","5","W","64.0","65.0","34.540","34.240","7.814","65.091","","","","","","","","",
"320","U1335","A","4","H","6","W","64.0","65.0","36.040","35.670","7.367","61.367","","","","","","","","",
"320","U1335","A","4","H","7","W","40.0","41.0","37.300","36.870","7.018","58.460","","","","","","","","",
"320","U1335","A","5","H","1","W","64.0","65.0","38.040","38.040","9.619","80.126","9.8940","0.00","0.0200","0.3800","0.05","0.28","Acidification","",
"320","U1335","A","5","H","1","W","64.0","65.0","38.040","38.040","","","","0.00","0.00","0.00","","","","",
"320","U1335","A","5","H","2","W","64.0","65.0","39.540","39.540","10.542","87.815","","","","","","","","",
"320","U1335","A","5","H","3","W","64.0","65.0","41.040","41.040","7.814","65.091","","","","","","","","",
"320","U1335","A","5","H","4","W","64.0","65.0","42.540","42.540","8.831","73.562","","","","","","","","",
"320","U1335","A","5","H","5","W","64.0","65.0","44.040","44.040","9.881","82.309","","","","","","","","",
"320","U1335","A","5","H","6","W","64.0","65.0","45.540","45.540","4.262","35.502","","","","","","","","",
