Leg	Site	H	Age Model Type           	Depth (mbsf)	    Age (Ma)	Control Point Comment
130	 803	D	Post Moratorium          	     479.010	   32.700001	FO Paragloborotalia opima
130	 803	D	Post Moratorium          	     480.990	   32.799999	LO "Turborotalia" ampliapertura
130	 803	D	Post Moratorium          	     504.780	   34.000000	LO Pseudohastigerina spp.
130	 803	D	Post Moratorium          	     540.290	   36.599998	LO Hantkenina spp.
130	 803	D	Post Moratorium          	     540.300	   36.599998	LO Turborotalia cerroazulensis gr.
130	 804	A	Initial Reports          	      10.150	    0.910000	Jaramillo (T)
130	 804	A	Initial Reports          	      17.800	    1.880000	Olduvai (O)
130	 804	A	Initial Reports          	      42.700	    4.100000	Nunivak (T)
130	 804	A	Initial Reports          	      46.550	    5.000000	LO D. quinqueramus (N)
130	 804	A	Initial Reports          	      48.700	    5.500000	Terminal depth
130	 804	B	Initial Reports          	       7.200	    0.730000	Brunhes (O)
130	 804	B	Initial Reports          	      10.300	    0.980000	Jaramillo (O)
130	 804	B	Initial Reports          	      18.800	    1.880000	Olduvai (O)
130	 804	B	Initial Reports          	      44.700	    4.100000	Nunivak (T)
130	 804	B	Initial Reports          	      47.450	    5.000000	LO D. quinqueramus (N)
130	 804	B	Initial Reports          	      94.950	    8.700000	LO D. hamatus (N)
130	 804	B	Initial Reports          	     137.700	   10.500000	Terminal depth
130	 804	C	Initial Reports          	       8.200	    0.730000	Brunhes (O)
130	 804	C	Initial Reports          	      19.200	    1.880000	Olduvai (O)
130	 804	C	Initial Reports          	      34.200	    3.180000	Mammoth (O)
130	 804	C	Initial Reports          	      49.050	    5.200000	LO P. spectabilis (F)
130	 804	C	Initial Reports          	      94.950	    8.700000	LO D. hamatus (N)
130	 804	C	Initial Reports          	     182.550	   13.600000	LO S. heteromorphus (N)
130	 804	C	Initial Reports          	     201.930	   14.690000	Hiatus young side
130	 804	C	Initial Reports          	     201.940	   20.000000	Hiatus old side
130	 804	C	Initial Reports          	     201.950	   20.000000	FO S. belemnos (N)
130	 804	C	Initial Reports          	     235.800	   21.799999	LO G. kugleri (F)
130	 804	C	Initial Reports          	     269.520	   25.200001	LO S. ciperoensis (N)
130	 804	C	Initial Reports          	     269.530	   25.200001	Hiatus young side
130	 804	C	Initial Reports          	     269.540	   28.200001	LO G. opima (F)
130	 804	C	Initial Reports          	     269.550	   28.200001	Hiatus old side
130	 804	C	Initial Reports          	     312.500	   33.799999	Terminal depth
130	 805	B	Initial Reports          	      31.600	    1.880000	Olduvai (O)
130	 805	B	Initial Reports          	      77.950	    3.560000	LO R. pseudoumbilica (N)
130	 805	B	Initial Reports          	     125.450	    5.000000	LO D. quinqueramus (N)
130	 805	B	Initial Reports          	     268.050	    8.700000	LO D. hamatus (N)
130	 805	B	Initial Reports          	     325.250	   13.600000	LO S. heteromorphus (N)
130	 805	B	Initial Reports          	     392.850	   18.799999	LO S. belemnos (N)
130	 805	B	Initial Reports          	     440.750	   21.799999	LO G. kugleri (F)
130	 805	B	Initial Reports          	     473.300	   23.840000	Terminal depth
130	 805	C	Initial Reports          	      31.550	    2.070000	OA D. triradiatus (N)
130	 805	C	Initial Reports          	      79.050	    3.560000	LO R. pseudoumbilica (N)
130	 805	C	Initial Reports          	     126.550	    5.000000	LO D. quinqueramus (N)
130	 805	C	Initial Reports          	     269.550	    8.700000	LO D. hamatus (N)
130	 805	C	Initial Reports          	     327.050	   13.600000	LO S. heteromorphus (N)
130	 805	C	Initial Reports          	     394.700	   18.799999	LO S. belemnos (N)
130	 805	C	Initial Reports          	     577.150	   28.200001	LO G. opima (F)
130	 805	C	Initial Reports          	     611.000	   29.940001	Terminal depth
130	 806	A	Initial Reports          	      41.050	    2.070000	OA D. triradiatus (N)
130	 806	A	Initial Reports          	      69.550	    2.900000	LO G. altispira (F)
130	 806	A	Initial Reports          	      83.700	    3.310000	Terminal depth
130	 806	B	Initial Reports          	      40.250	    1.890000	LO D. brouweri (N)
130	 806	B	Initial Reports          	      95.000	    3.560000	LO R. pseudoumbilica (N)
130	 806	B	Initial Reports          	     334.550	    8.700000	LO D. hamatus (N)
130	 806	B	Initial Reports          	     477.950	   13.600000	LO S. heteromorphus (N)
130	 806	B	Initial Reports          	     603.450	   20.000000	FO S. belemnos (N)
130	 806	B	Initial Reports          	     651.350	   21.799999	LO G. kugleri (F)
130	 806	B	Initial Reports          	     743.100	   25.250000	Terminal depth
130	 806	B	Post Moratorium          	      36.060	    1.600000	LO Globigerinoides fistulosus s.s.
130	 806	B	Post Moratorium          	      51.980	    1.900000	FO Globorotalia truncatulinoides
130	 806	B	Post Moratorium          	      69.040	    2.900000	LO Dentoglobigerina altispira
130	 806	B	Post Moratorium          	      72.040	    2.900000	FO Globigerinoides fistulosus s.s.
130	 806	B	Post Moratorium          	      75.530	    3.000000	LO Sphaeroidinellopsis
130	 806	B	Post Moratorium          	      75.540	    3.100000	FO Globorotalia tosaensis
130	 806	B	Post Moratorium          	      78.540	    3.400000	LO Globorotalia margaritae
130	 806	B	Post Moratorium          	     102.550	    3.800000	(change in) Pulleniatina
130	 806	B	Post Moratorium          	     109.400	    3.900000	LO Pulleniatina spectabilis
130	 806	B	Post Moratorium          	     111.900	    3.900000	LO Globigerina nepenthes
130	 806	B	Post Moratorium          	     135.540	    4.400000	LO Globorotalia cibaoensis
130	 806	B	Post Moratorium          	     167.050	    5.300000	LO Globoquadrina dehiscens
130	 806	B	Post Moratorium          	     172.040	    5.200000	FO Globorotalia tumida
130	 806	B	Post Moratorium          	     206.150	    5.800000	FO Pulleniatina
130	 806	B	Post Moratorium          	     296.750	    7.100000	FO Globorotalia plesiotumida
130	 806	B	Post Moratorium          	     354.680	   10.200000	FO Neogloboquadrina acostaensis
130	 806	B	Post Moratorium          	     364.370	   10.400000	LO Paragloborotalia mayeri
130	 806	B	Post Moratorium          	     378.000	   11.300000	FO Globigerina nepenthes
130	 806	B	Post Moratorium          	     411.290	   11.500000	LO Globorotalia fohsi s.l.
130	 806	B	Post Moratorium          	     449.890	   13.100000	FO Globorotalia fohsi s.l.
130	 806	B	Post Moratorium          	     483.510	   13.900000	FO Globorotalia praefohsi 
130	 806	B	Post Moratorium          	     497.800	   14.900000	LO Praeorbulina sicana s.s.
130	 806	B	Post Moratorium          	     500.370	   14.900000	FO Globorotalia peripheroacuta
130	 806	B	Post Moratorium          	     558.210	   16.600000	FO Praeorbulina sicana s.s.
130	 806	B	Post Moratorium          	     575.160	   17.600000	LO Catapsydrax dissimilis
130	 806	B	Post Moratorium          	     580.330	   19.000000	FO Globigerinatella insueta
130	 806	B	Post Moratorium          	     642.670	   21.799999	LO Paragloborotalia kugleri
130	 806	B	Post Moratorium          	     728.870	   23.200001	FO Globoquadrina dehiscens
130	 806	B	Post Moratorium          	     737.750	   23.700001	FO Paragloborotalia kugleri
130	 806	C	Initial Reports          	      48.350	    2.070000	OA D. triradiatus (N)
130	 806	C	Initial Reports          	      95.850	    3.560000	LO R. pseudoumbilica (N)
130	 806	C	Initial Reports          	     333.700	    8.700000	LO D. hamatus (N)
130	 806	C	Initial Reports          	     469.400	   13.600000	LO S. heteromorphus (N)
130	 806	C	Initial Reports          	     603.380	   20.000000	FO S. belemnos (N)
130	 806	C	Initial Reports          	     762.950	   25.200001	LO S. ciperoensis (N)
130	 806	C	Initial Reports          	     776.400	   25.639999	Terminal depth
130	 807	A	Initial Reports          	      31.150	    2.070000	OA D. triradiatus (N)
130	 807	A	Initial Reports          	     126.150	    5.000000	LO D. quinqueramus (N)
130	 807	A	Initial Reports          	     288.100	    8.700000	LO D. hamatus (N)
130	 807	A	Initial Reports          	     374.600	   13.600000	LO S. heteromorphus (N)
130	 807	A	Initial Reports          	     509.950	   21.799999	LO G. kugleri (F)
130	 807	A	Initial Reports          	     702.320	   28.200001	LO G. opima (F)
130	 807	A	Initial Reports          	     702.330	   28.200001	Hiatus younger side
130	 807	A	Initial Reports          	     702.340	   30.200001	Hiatus older side
130	 807	A	Initial Reports          	     702.350	   30.200001	LO Chiloguembelina spp. (F)
130	 807	A	Initial Reports          	     798.750	   32.799999	LO G. ampliapertura s.s. (F)
130	 807	A	Initial Reports          	     822.900	   33.450001	Terminal depth
130	 807	B	Initial Reports          	      26.850	    1.890000	LO D. brouweri (N)
130	 807	B	Initial Reports          	      74.350	    3.560000	LO R. pseudoumbilica (N)
130	 807	B	Initial Reports          	     129.100	    5.200000	FO G. tumida (F)
130	 807	B	Initial Reports          	     240.600	    7.500000	FO D. quinqueramus (N)
130	 807	B	Initial Reports          	     278.600	    8.280000	Terminal depth
130	 807	C	Initial Reports          	     862.250	   33.799999	LO R. umbilica (N)
130	 807	C	Initial Reports          	     911.400	   36.599998	LO G. cerroazulensis (F)
130	 807	C	Initial Reports          	     991.920	   40.000000	LO C. grandis (N)
130	 807	C	Initial Reports          	     991.930	   40.000000	Hiatus young side
130	 807	C	Initial Reports          	     991.940	   42.299999	Hiatus old side
130	 807	C	Initial Reports          	     991.950	   42.299999	LO C. solitus (N)
130	 807	C	Initial Reports          	    1058.850	   44.400002	FO R. umbilica (N)
130	 807	C	Initial Reports          	    1094.820	   47.400002	FO C. gigas (N)
130	 807	C	Initial Reports          	    1094.830	   47.400002	Hiatus young side
130	 807	C	Initial Reports          	    1094.840	   49.799999	Hiatus old side
130	 807	C	Initial Reports          	    1094.850	   49.799999	FO N. alata (N)
130	 807	C	Initial Reports          	    1104.400	   54.000000	LO T. orthostylus (N)
130	 807	C	Initial Reports          	    1152.700	   56.799999	LO Fasciculithus (N)
130	 807	C	Initial Reports          	    1161.850	   57.700001	LO E. robusta (N)
130	 807	C	Initial Reports          	    1182.420	   62.299999	FO Fasciculithus spp. (N)
130	 807	C	Initial Reports          	    1193.240	   66.400002	K/T (FO abund. Thoracosphaera)
130	 807	C	Initial Reports          	    1266.000	   71.900002	LO T. trifidium (N)
130	 807	C	Initial Reports          	    1348.190	   76.000000	FO T. trifidium (N)
130	 807	C	Initial Reports          	    1351.500	   76.169998	Red clay contact
131	 808	A	Post Moratorium          	      80.880	    0.090000	OA Emiliania huxleyi
131	 808	B	Post Moratorium          	     230.660	    0.280000	FO Emiliania huxleyi
131	 808	C	Post Moratorium          	     624.270	    0.460000	LO P. lacunosa
131	 808	C	Post Moratorium          	     656.300	    0.830000	LO R. asanoi
131	 808	C	Post Moratorium          	     694.730	    1.060000	FO R. asanoi
131	 808	C	Post Moratorium          	     694.740	    1.100000	LO large Gephyrocapsa
131	 808	C	Post Moratorium          	     745.190	    1.360000	FO large Gephyrocapsa
131	 808	C	Post Moratorium          	     755.770	    1.450000	LO C. macintyrei
131	 808	C	Post Moratorium          	     770.040	    1.570000	FO G. oceanica
131	 808	C	Post Moratorium          	     777.060	    1.660000	FO G. caribbeanica
131	 808	C	Post Moratorium          	     785.420	    1.890000	LO D. brouweri
131	 808	C	Post Moratorium          	     830.980	    2.650000	LO D. tamalis
131	 808	C	Post Moratorium          	     872.180	    3.450000	LO Sphenolithus spp.
131	 808	C	Post Moratorium          	     874.910	    3.560000	LO R. pseudoumbilica
131	 808	C	Post Moratorium          	     895.060	    4.100000	FO D. asymmetricus
131	 808	C	Post Moratorium          	     913.920	    4.600000	FO C. rugosus
131	 808	C	Post Moratorium          	     955.910	    4.900000	LO T. rugosus
131	 808	C	Post Moratorium          	     955.920	    5.000000	LO D. quinqueramus
131	 808	C	Post Moratorium          	    1018.920	    7.500000	FO D. quinqueramus
131	 808	C	Post Moratorium          	    1092.540	   11.100000	FO C. coalitus
131	 808	C	Post Moratorium          	    1141.450	   11.500000	LO C. floridanus
131	 808	C	Post Moratorium          	    1219.250	   13.500000	LO S. heteromorphus
133	 811	A	Post Moratorium          	       8.900	    0.470000	LO Pseudoemiliania lacunosa
133	 811	A	Post Moratorium          	      22.900	    1.890000	LO Discoaster brouweri
133	 811	A	Post Moratorium          	      29.400	    2.340000	LO Discoaster pentaradiatus
133	 811	A	Post Moratorium          	      38.900	    2.600000	LO Discoaster tamalis
133	 811	A	Post Moratorium          	      72.600	    3.510000	LO Reticulofenestra pseudoumbilica
133	 811	A	Post Moratorium          	      76.900	    3.970000	LO Amaurolithus tricorniculatus
133	 811	A	Post Moratorium          	      91.600	    5.430000	LO Discoaster quinqueramus
133	 811	A	Post Moratorium          	     172.600	    8.850000	LO Discoaster hamatus
133	 811	A	Post Moratorium          	     214.300	   11.300000	LO  Cyclicargolithus floridanus
133	 812	A	Post Moratorium          	       2.670	    0.275000	FO Emiliania huxleyi
133	 812	A	Post Moratorium          	       7.520	    0.470000	LO Pseudoemiliania lacunosa
133	 812	A	Post Moratorium          	      17.020	    0.930000	Small Gephyrocapsa Acme top
133	 812	A	Post Moratorium          	      23.000	    2.340000	LO Discoaster pentaradiatus
133	 812	A	Post Moratorium          	      58.000	    3.500000	LO Reticulofenestra pseudoumbilica
133	 812	A	Post Moratorium          	      85.610	    5.430000	LO Discoaster quinqueramus
