Leg	Site	Hole	    Latitude	    Longtitude	    Arrival Date	    Departure Date	    Time on Hole(dd:hh:mm)	    Water Depth	    Core Type(s)	    Numbers of Cores	    Total Penetration (m) 	    Coring Penetration (m) 	    Drilled (m)	    Core Recovered (m)	    Core Recovered %	
113	 689	B	    64° 31'S	       3° 6'E	   01/16/87 0800	     01/18/87 0645	                 1:22:46	         2080.0	              HX	                  33	                     297.3	                      297.3	               	                229.45	                77.2	
113	 689	C	    64° 31'S	       3° 6'E	   01/18/87 0645	     01/18/87 1230	                 0: 5:45	         2080.3	               H	                   3	                      27.6	                       27.6	               	                 20.54	                74.4	
113	 689	D	    64° 31'S	       3° 6'E	   01/18/87 1230	     01/19/87 0930	                 0:21: 0	         2080.3	               H	                  12	                     133.8	                      115.7	               	                115.97	               100.2	
113	 690	A	    65° 10'S	       1° 12'E	   01/19/87 1704	     01/20/87 0315	                 0:10:12	         2914.0	               H	                   1	                       7.7	                        7.7	               	                  9.86	               128.1	
113	 690	B	    65° 10'S	       1° 12'E	   01/20/87 0315	     01/21/87 0700	                 1: 3:45	         2914.0	               H	                  25	                     213.4	                      213.4	               	                214.75	               100.6	
113	 690	C	    65° 10'S	       1° 12'E	   01/21/87 0700	     01/23/87 2054	                 2:13:55	         2914.0	             HWX	                  24	                     321.2	                      200.6	          120.6	                185.60	                92.5	
113	 691	A	    70° 45'S	      13° 49'W	   01/25/87 1600	     01/26/87 0245	                 0:10:46	         3035.0	               R	                   1	                       0.1	                        0.1	               	                  0.05	                50.0	
113	 691	B	    70° 45'S	      13° 49'W	   01/26/87 0245	     01/26/87 0600	                 0: 3:16	         2038.0	               H	                   1	                       1.7	                        1.7	               	                      	                    	
113	 691	C	    70° 45'S	      13° 49'W	   01/26/87 0600	     01/26/87 1415	                 0: 8:15	         3025.0	               H	                   1	                      12.7	                       12.7	               	                      	                    	
113	 692	A	    70° 43'S	      13° 49'W	   01/26/87 1745	     01/26/87 2130	                 0: 3:45	         2880.0	               R	                   1	                       6.7	                        6.7	               	                  0.65	                 9.7	
113	 692	B	    70° 43'S	      13° 49'W	   01/26/87 2130	     01/29/87 1945	                 2:22:15	         2875.0	              RW	                  13	                      97.9	                       97.9	           43.1	                 33.11	                33.8	
113	 693	A	    70° 50'S	      14° 34'W	   01/30/87 0900	     02/05/87 0315	                 5:18:16	         2359.0	               R	                  51	                     483.9	                      483.9	               	                213.58	                44.1	
