Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp,Rock Eval; sample::PI::number,Rock Eval; sample::S1 [permil]::number,Rock Eval; sample::S2 [permil]::number,Rock Eval; sample::Tmax [degree C]::number,Rock Eval; sample::TpkS2 [degree C]::number,Rock Eval; sample::registerer,Rock Eval; sample::registration time-stamp
"C0011D-33X-5, 58.5 cm",NULL,251.013,251.365,251.013,251.365,"C0011D-33X-5, 58.5 cm",NULL,251.013,251.365,251.013,251.365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.0537,17.1135,kuriharar,2011-01-08T14:24:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-34X-2, 76.0 cm",NULL,252.993,253.665,252.993,253.665,"C0011D-34X-2, 77.0 cm",NULL,253,253.675,253,253.675,"C0011D-34X-2 WR, 76.0--77.0 cm",CKY000000000004318400,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T06:07:03Z,NULL,NULL,NULL,NULL,0.0375,3.13313,0.01706,1/2/2011,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-34X-2, 76.5 cm",NULL,252.997,253.67,252.997,253.67,"C0011D-34X-2, 76.5 cm",NULL,252.997,253.67,252.997,253.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.941,24.5074,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-34X-4, 34.0 cm",NULL,254.676,256.105,254.676,256.105,"C0011D-34X-4, 36.0 cm",NULL,254.69,256.125,254.69,256.125,"C0011D-34X-4 WR, 34.0--36.0 cm",CKY000000000004240800,CARB,NULL,5,marion333,NULL,CKY,2010-12-22T01:47:51Z,NULL,NULL,NULL,NULL,0.05471,0.66589,0.02413,12/27/2010,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-34X-4, 35.0 cm",NULL,254.683,256.115,254.683,256.115,"C0011D-34X-4, 35.0 cm",NULL,254.683,256.115,254.683,256.115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4534,3.7782,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-34X-5, 60.0 cm",NULL,255.104,256.725,255.104,256.725,"C0011D-34X-5, 61.0 cm",NULL,255.11,256.735,255.11,256.735,"C0011D-34X-5 WR, 60.0--61.0 cm",CKY000000000004318900,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T06:10:10Z,NULL,NULL,NULL,NULL,0.06173,0.42575,0.0447,1/2/2011,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-34X-5, 60.5 cm",NULL,255.107,256.73,255.107,256.73,"C0011D-34X-5, 60.5 cm",NULL,255.107,256.73,255.107,256.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1623,1.3524,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-34X-6, 45.0 cm",NULL,255.972,257.985,255.972,257.985,"C0011D-34X-6, 46.0 cm",NULL,255.979,257.995,255.979,257.995,"C0011D-34X-6 WR, 45.0--46.0 cm",CKY000000000004319600,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T06:13:49Z,NULL,NULL,NULL,NULL,0.04794,1.95117,0.05805,12/31/2010,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-34X-6, 45.5 cm",NULL,255.976,257.99,255.976,257.99,"C0011D-34X-6, 45.5 cm",NULL,255.976,257.99,255.976,257.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.7535,14.6119,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,0.06,0,0.04,382,418,ohashia,2011-01-08T22:08:33Z
"C0011D-36X-2, 55.0 cm",NULL,267.842,267.955,267.842,267.955,"C0011D-36X-2, 56.0 cm",NULL,267.851,267.965,267.851,267.965,"C0011D-36X-2 WR, 55.0--56.0 cm",CKY000000000004325100,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T07:19:07Z,NULL,NULL,NULL,NULL,0.05482,0.78917,0.06202,1/2/2011,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-36X-2, 55.5 cm",NULL,267.846,267.96,267.846,267.96,"C0011D-36X-2, 55.5 cm",NULL,267.846,267.96,267.846,267.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5249,4.374,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-36X-2, 110.0 cm",NULL,268.36,268.505,268.36,268.505,"C0011D-36X-2, 111.0 cm",NULL,268.369,268.515,268.369,268.515,"C0011D-36X-2 WR, 110.0--111.0 cm",CKY000000000004325900,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T07:19:07Z,NULL,NULL,NULL,NULL,0.04936,1.52603,0.23255,1/2/2011,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-36X-2, 110.5 cm",NULL,268.364,268.51,268.364,268.51,"C0011D-36X-2, 110.5 cm",NULL,268.364,268.51,268.364,268.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.3102,10.9179,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-36X-5, 34.0 cm",NULL,271.294,271.62,271.294,271.62,"C0011D-36X-5, 36.0 cm",NULL,271.313,271.64,271.313,271.64,"C0011D-36X-5 WR, 34.0--36.0 cm",CKY000000000004251800,CARB,NULL,3,yuehan333,NULL,CKY,2010-12-22T07:20:08Z,NULL,NULL,NULL,NULL,0.05948,1.16966,0.06697,12/31/2010,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-36X-5, 35.0 cm",NULL,271.303,271.63,271.303,271.63,"C0011D-36X-5, 35.0 cm",NULL,271.303,271.63,271.303,271.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9081,7.5672,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-36X-8, 55.0 cm",NULL,274.487,275.01,274.487,275.01,"C0011D-36X-8, 56.0 cm",NULL,274.497,275.02,274.497,275.02,"C0011D-36X-8 WR, 55.0--56.0 cm",CKY000000000004326100,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T07:22:47Z,NULL,NULL,NULL,NULL,0.05733,0.5633,0.06018,1/2/2011,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-36X-8, 55.5 cm",NULL,274.492,275.015,274.492,275.015,"C0011D-36X-8, 55.5 cm",NULL,274.492,275.015,274.492,275.015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2933,2.4441,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-37X-1, 111.0 cm",NULL,276.518,276.61,276.518,276.61,"C0011D-37X-1, 112.0 cm",NULL,276.527,276.62,276.527,276.62,"C0011D-37X-1 WR, 111.0--112.0 cm",CKY000000000004327700,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T07:26:38Z,NULL,NULL,NULL,NULL,0.05445,0.80875,0.04497,12/31/2010,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-37X-1, 111.5 cm",NULL,276.522,276.615,276.522,276.615,"C0011D-37X-1, 111.5 cm",NULL,276.522,276.615,276.522,276.615,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.598,4.9831,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-37X-3, 50.0 cm",NULL,278.516,278.79,278.516,278.79,"C0011D-37X-3, 51.0 cm",NULL,278.526,278.8,278.526,278.8,"C0011D-37X-3 WR, 50.0--51.0 cm",CKY000000000004327800,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T07:29:51Z,NULL,NULL,NULL,NULL,0.06239,0.40086,0.06759,1/2/2011,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-37X-3, 50.5 cm",NULL,278.521,278.795,278.521,278.795,"C0011D-37X-3, 50.5 cm",NULL,278.521,278.795,278.521,278.795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1174,0.9783,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-37X-4, 32.5 cm",NULL,279.649,280.025,279.649,280.025,"C0011D-37X-4, 34.5 cm",NULL,279.667,280.045,279.667,280.045,"C0011D-37X-4 WR, 32.5--34.5 cm",CKY000000000004257500,CARB,NULL,3,bora333,NULL,CKY,2010-12-22T10:23:27Z,NULL,NULL,NULL,NULL,0.0567,0.59665,0.05586,12/31/2010,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-37X-4, 33.5 cm",NULL,279.658,280.035,279.658,280.035,"C0011D-37X-4, 33.5 cm",NULL,279.658,280.035,279.658,280.035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3581,2.984,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-38X-2, 98.0 cm",NULL,284.89,284.89,284.89,284.89,"C0011D-38X-2, 99.0 cm",NULL,284.9,284.9,284.9,284.9,"C0011D-38X-2 WR, 98.0--99.0 cm",CKY000000000004335500,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T09:25:22Z,NULL,NULL,NULL,NULL,0.06282,0.51282,0.11949,1/2/2011,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-38X-2, 98.5 cm",NULL,284.895,284.895,284.895,284.895,"C0011D-38X-2, 98.5 cm",NULL,284.895,284.895,284.895,284.895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2072,1.7266,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-38X-3, 35.0 cm",NULL,285.67,285.67,285.67,285.67,"C0011D-38X-3, 37.0 cm",NULL,285.69,285.69,285.69,285.69,"C0011D-38X-3 WR, 35.0--37.0 cm",CKY000000000004267900,CARB,NULL,3,bora333,NULL,CKY,2010-12-22T14:13:57Z,NULL,NULL,NULL,NULL,0.05575,0.36237,0.05902,1/5/2011,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-38X-3, 36.0 cm",NULL,285.68,285.68,285.68,285.68,"C0011D-38X-3, 36.0 cm",NULL,285.68,285.68,285.68,285.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.137,1.1416,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,0.12,0.01,0.06,607,647,ohashia,2011-01-08T22:08:33Z
"C0011D-38X-5, 38.0 cm",NULL,286.655,286.655,286.655,286.655,"C0011D-38X-5, 39.0 cm",NULL,286.665,286.665,286.665,286.665,"C0011D-38X-5 WR, 38.0--39.0 cm",CKY000000000004336400,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T09:28:04Z,NULL,NULL,NULL,NULL,0.06089,0.49709,0.04235,12/31/2010,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-38X-5, 38.5 cm",NULL,286.66,286.66,286.66,286.66,"C0011D-38X-5, 38.5 cm",NULL,286.66,286.66,286.66,286.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2274,1.8949,kuriharar,2011-01-08T14:24:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-39X-1, 126.0 cm",NULL,293.208,293.26,293.208,293.26,"C0011D-39X-1, 127.0 cm",NULL,293.218,293.27,293.218,293.27,"C0011D-39X-1 WR, 126.0--127.0 cm",CKY000000000004371800,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T22:46:50Z,NULL,NULL,NULL,NULL,0.06238,0.43509,0.0653,12/31/2010,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-39X-1, 126.5 cm",NULL,293.213,293.265,293.213,293.265,"C0011D-39X-1, 126.5 cm",NULL,293.213,293.265,293.213,293.265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1574,1.3116,kuriharar,2011-01-08T14:24:13Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-39X-5, 35.0 cm",NULL,297.378,297.61,297.378,297.61,"C0011D-39X-5, 37.0 cm",NULL,297.397,297.63,297.397,297.63,"C0011D-39X-5 WR, 35.0--37.0 cm",CKY000000000004289400,CARB,NULL,5,marion333,NULL,CKY,2010-12-22T22:58:19Z,NULL,NULL,NULL,NULL,0.05733,0.76872,0.05759,12/31/2010,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-39X-5, 36.0 cm",NULL,297.388,297.62,297.388,297.62,"C0011D-39X-5, 36.0 cm",NULL,297.388,297.62,297.388,297.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5562,4.6348,kuriharar,2011-01-08T14:24:13Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-39X-7, 124.0 cm",NULL,299.947,300.29,299.947,300.29,"C0011D-39X-7, 125.0 cm",NULL,299.957,300.3,299.957,300.3,"C0011D-39X-7 WR, 124.0--125.0 cm",CKY000000000004372200,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T22:46:50Z,NULL,NULL,NULL,NULL,0.06198,0.52444,0.27565,1/2/2011,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-39X-7, 124.5 cm",NULL,299.952,300.295,299.952,300.295,"C0011D-39X-7, 124.5 cm",NULL,299.952,300.295,299.952,300.295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2296,1.9133,kuriharar,2011-01-08T14:24:13Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-39X-8, 22.0 cm",NULL,300.326,300.685,300.326,300.685,"C0011D-39X-8, 23.0 cm",NULL,300.335,300.695,300.335,300.695,"C0011D-39X-8 WR, 22.0--23.0 cm",CKY000000000004373100,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T22:46:50Z,NULL,NULL,NULL,NULL,0.06094,0.77588,0.18571,1/2/2011,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-39X-8, 22.5 cm",NULL,300.331,300.69,300.331,300.69,"C0011D-39X-8, 22.5 cm",NULL,300.331,300.69,300.331,300.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4726,3.9382,kuriharar,2011-01-08T14:24:13Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-40X-1, 40.0 cm",NULL,301.878,301.9,301.878,301.9,"C0011D-40X-1, 41.0 cm",NULL,301.888,301.91,301.888,301.91,"C0011D-40X-1 WR, 40.0--41.0 cm",CKY000000000004374000,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T23:02:15Z,NULL,NULL,NULL,NULL,0.04833,1.61578,0.11844,1/3/2011,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-40X-1, 40.5 cm",NULL,301.883,301.905,301.883,301.905,"C0011D-40X-1, 40.5 cm",NULL,301.883,301.905,301.883,301.905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.3906,11.5879,kuriharar,2011-01-08T14:24:13Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-40X-2, 125.0 cm",NULL,304.01,304.155,304.01,304.155,"C0011D-40X-2, 126.0 cm",NULL,304.019,304.165,304.019,304.165,"C0011D-40X-2 WR, 125.0--126.0 cm",CKY000000000004374700,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T23:13:14Z,NULL,NULL,NULL,NULL,0.05272,1.25177,0.12427,1/3/2011,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-40X-2, 125.5 cm",NULL,304.014,304.16,304.014,304.16,"C0011D-40X-2, 125.5 cm",NULL,304.014,304.16,304.014,304.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0081,8.4005,kuriharar,2011-01-08T14:24:13Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-40X-3, 72.0 cm",NULL,304.846,305.04,304.846,305.04,"C0011D-40X-3, 73.0 cm",NULL,304.856,305.05,304.856,305.05,"C0011D-40X-3 WR, 72.0--73.0 cm",CKY000000000004375000,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T23:13:14Z,NULL,NULL,NULL,NULL,0.04536,2.24707,0.04834,12/31/2010,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-40X-3, 72.5 cm",NULL,304.851,305.045,304.851,305.045,"C0011D-40X-3, 72.5 cm",NULL,304.851,305.045,304.851,305.045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.0829,17.3568,kuriharar,2011-01-08T14:24:13Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-40X-5, 40.0 cm",NULL,306.638,306.935,306.638,306.935,"C0011D-40X-5, 42.0 cm",NULL,306.657,306.955,306.657,306.955,"C0011D-40X-5 WR, 40.0--42.0 cm",CKY000000000004290200,CARB,NULL,5,marion333,NULL,CKY,2010-12-22T23:01:11Z,NULL,NULL,NULL,NULL,0.05176,0.94056,0.11525,12/27/2010,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-40X-5, 41.0 cm",NULL,306.647,306.945,306.647,306.945,"C0011D-40X-5, 41.0 cm",NULL,306.647,306.945,306.647,306.945,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7287,6.0723,kuriharar,2011-01-08T14:24:13Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-41X-3, 32.0 cm",NULL,314.08,314.08,314.08,314.08,"C0011D-41X-3, 33.0 cm",NULL,314.09,314.09,314.09,314.09,"C0011D-41X-3 WR, 32.0--33.0 cm",CKY000000000004382300,CARB,NULL,5,asukay333,NULL,CKY,2010-12-24T00:03:00Z,NULL,NULL,NULL,NULL,0.05068,1.59821,0.06227,12/31/2010,kawait,2011-01-08T10:59:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-41X-3, 32.5 cm",NULL,314.085,314.085,314.085,314.085,"C0011D-41X-3, 32.5 cm",NULL,314.085,314.085,314.085,314.085,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.4077,11.7304,kuriharar,2011-01-08T14:24:13Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-41X-4, 106.0 cm",NULL,316.235,316.235,316.235,316.235,"C0011D-41X-4, 107.0 cm",NULL,316.245,316.245,316.245,316.245,"C0011D-41X-4 WR, 106.0--107.0 cm",CKY000000000004383000,CARB,NULL,5,asukay333,NULL,CKY,2010-12-24T00:15:48Z,NULL,NULL,NULL,NULL,0.0532,1.54945,0.13643,1/3/2011,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-41X-4, 106.5 cm",NULL,316.24,316.24,316.24,316.24,"C0011D-41X-4, 106.5 cm",NULL,316.24,316.24,316.24,316.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.3009,10.8404,kuriharar,2011-01-08T14:24:13Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-41X-5, 38.5 cm",NULL,316.755,316.755,316.755,316.755,"C0011D-41X-5, 40.5 cm",NULL,316.775,316.775,316.775,316.775,"C0011D-41X-5 WR, 38.5--40.5 cm",CKY000000000004291000,CARB,NULL,5,marion333,NULL,CKY,2010-12-22T23:03:49Z,NULL,NULL,NULL,NULL,0.05663,0.47471,0.17651,12/31/2010,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-41X-5, 39.5 cm",NULL,316.765,316.765,316.765,316.765,"C0011D-41X-5, 39.5 cm",NULL,316.765,316.765,316.765,316.765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3017,2.5141,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-41X-6, 120.0 cm",NULL,317.975,317.975,317.975,317.975,"C0011D-41X-6, 121.0 cm",NULL,317.985,317.985,317.985,317.985,"C0011D-41X-6 WR, 120.0--121.0 cm",CKY000000000004383900,CARB,NULL,5,asukay333,NULL,CKY,2010-12-24T00:37:19Z,NULL,NULL,NULL,NULL,0.05406,1.15641,0.15069,1/3/2011,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-41X-6, 120.5 cm",NULL,317.98,317.98,317.98,317.98,"C0011D-41X-6, 120.5 cm",NULL,317.98,317.98,317.98,317.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8996,7.4964,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-41X-7, 43.0 cm",NULL,318.615,318.615,318.615,318.615,"C0011D-41X-7, 44.0 cm",NULL,318.625,318.625,318.625,318.625,"C0011D-41X-7 WR, 43.0--44.0 cm",CKY000000000004384300,CARB,NULL,5,asukay333,NULL,CKY,2010-12-24T00:39:23Z,NULL,NULL,NULL,NULL,0.06119,0.90149,0.09479,1/3/2011,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-41X-7, 43.5 cm",NULL,318.62,318.62,318.62,318.62,"C0011D-41X-7, 43.5 cm",NULL,318.62,318.62,318.62,318.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.623,5.1915,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-42X-6, 36.0 cm",NULL,326.089,326.39,326.089,326.39,"C0011D-42X-6, 38.0 cm",NULL,326.108,326.41,326.108,326.41,"C0011D-42X-6 W, 36.0--38.0 cm",CKY000000000004594900,CARB,NULL,5,korayekinci333,NULL,CKY,2010-12-27T20:48:25Z,NULL,NULL,NULL,NULL,0.06343,0.67582,0.19813,1/2/2011,kawait,2011-01-08T10:59:15Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-42X-6, 37.0 cm",NULL,326.098,326.4,326.098,326.4,"C0011D-42X-6, 37.0 cm",NULL,326.098,326.4,326.098,326.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3723,3.1024,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-43X-1, 33.0 cm",NULL,329.771,329.83,329.771,329.83,"C0011D-43X-1, 34.0 cm",NULL,329.779,329.84,329.779,329.84,"C0011D-43X-1 WR, 33.0--34.0 cm",CKY000000000004391900,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-24T06:33:41Z,NULL,NULL,NULL,NULL,0.05931,0.45845,0.10719,12/31/2010,kawait,2011-01-08T10:59:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-43X-1, 33.5 cm",NULL,329.775,329.835,329.775,329.835,"C0011D-43X-1, 33.5 cm",NULL,329.775,329.835,329.775,329.835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2565,2.1374,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-43X-3, 35.5 cm",NULL,332.088,332.65,332.088,332.65,"C0011D-43X-3, 37.5 cm",NULL,332.105,332.67,332.105,332.67,"C0011D-43X-3 WR, 35.5--37.5 cm",CKY000000000004316800,CARB,NULL,3,yabukit,NULL,CKY,2010-12-23T05:32:06Z,NULL,NULL,NULL,NULL,0.06341,0.40127,0.20538,12/27/2010,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-43X-3, 36.5 cm",NULL,332.097,332.66,332.097,332.66,"C0011D-43X-3, 36.5 cm",NULL,332.097,332.66,332.097,332.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1462,1.2183,kuriharar,2011-01-08T14:24:14Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
